Using TensorFlow backend.
2018-02-01 18:25:19.097888: I C:\tf_jenkins\home\workspace\rel-win\M\windows\PY\36\tensorflow\core\platform\cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX
Train on 50000 samples, validate on 10000 samples
Epoch 1/50

42944/50000 [========================>.....] - ETA: 1s - loss: 0.5953
43264/50000 [========================>.....] - ETA: 1s - loss: 0.5953
43584/50000 [=========================>....] - ETA: 1s - loss: 0.5953
43904/50000 [=========================>....] - ETA: 1s - loss: 0.5952
44224/50000 [=========================>....] - ETA: 0s - loss: 0.5952
44544/50000 [=========================>....] - ETA: 0s - loss: 0.5952
44864/50000 [=========================>....] - ETA: 0s - loss: 0.5952
45184/50000 [==========================>...] - ETA: 0s - loss: 0.5952
45504/50000 [==========================>...] - ETA: 0s - loss: 0.5953
45824/50000 [==========================>...] - ETA: 0s - loss: 0.5954
46144/50000 [==========================>...] - ETA: 0s - loss: 0.5955
46464/50000 [==========================>...] - ETA: 0s - loss: 0.5955
46784/50000 [===========================>..] - ETA: 0s - loss: 0.5955
47104/50000 [===========================>..] - ETA: 0s - loss: 0.5955
47424/50000 [===========================>..] - ETA: 0s - loss: 0.5955
47744/50000 [===========================>..] - ETA: 0s - loss: 0.5954
48064/50000 [===========================>..] - ETA: 0s - loss: 0.5954
48384/50000 [============================>.] - ETA: 0s - loss: 0.5954
48704/50000 [============================>.] - ETA: 0s - loss: 0.5954
49024/50000 [============================>.] - ETA: 0s - loss: 0.5955
49344/50000 [============================>.] - ETA: 0s - loss: 0.5955
49664/50000 [============================>.] - ETA: 0s - loss: 0.5955
49984/50000 [============================>.] - ETA: 0s - loss: 0.5955
50000/50000 [==============================] - 9s 186us/step - loss: 0.5955 - val_loss: 0.5918
Epoch 30/50

   64/50000 [..............................] - ETA: 12s - loss: 0.5976
  384/50000 [..............................] - ETA: 9s - loss: 0.5920
  704/50000 [..............................] - ETA: 8s - loss: 0.5978
 1024/50000 [..............................] - ETA: 8s - loss: 0.6025
 1344/50000 [..............................] - ETA: 8s - loss: 0.6012
 1664/50000 [..............................] - ETA: 8s - loss: 0.5997
 1984/50000 [>.............................] - ETA: 8s - loss: 0.5980
 2304/50000 [>.............................] - ETA: 8s - loss: 0.5973
 2624/50000 [>.............................] - ETA: 8s - loss: 0.5964
 2944/50000 [>.............................] - ETA: 8s - loss: 0.5960
 3264/50000 [>.............................] - ETA: 8s - loss: 0.5957
 3584/50000 [=>............................] - ETA: 8s - loss: 0.5951
 3904/50000 [=>............................] - ETA: 7s - loss: 0.5954
 4224/50000 [=>............................] - ETA: 7s - loss: 0.5954
 4544/50000 [=>............................] - ETA: 7s - loss: 0.5959
 4864/50000 [=>............................] - ETA: 7s - loss: 0.5959
 5184/50000 [==>...........................] - ETA: 7s - loss: 0.5964
 5504/50000 [==>...........................] - ETA: 7s - loss: 0.5961
 5824/50000 [==>...........................] - ETA: 7s - loss: 0.5953
 6144/50000 [==>...........................] - ETA: 7s - loss: 0.5954
 6464/50000 [==>...........................] - ETA: 7s - loss: 0.5951
 6784/50000 [===>..........................] - ETA: 7s - loss: 0.5946
 7104/50000 [===>..........................] - ETA: 7s - loss: 0.5942
 7424/50000 [===>..........................] - ETA: 7s - loss: 0.5940
 7744/50000 [===>..........................] - ETA: 7s - loss: 0.5938
 8064/50000 [===>..........................] - ETA: 7s - loss: 0.5932
 8384/50000 [====>.........................] - ETA: 7s - loss: 0.5930
 8704/50000 [====>.........................] - ETA: 7s - loss: 0.5929
 8960/50000 [====>.........................] - ETA: 7s - loss: 0.5929
 9280/50000 [====>.........................] - ETA: 7s - loss: 0.5929
 9600/50000 [====>.........................] - ETA: 7s - loss: 0.5931
 9920/50000 [====>.........................] - ETA: 6s - loss: 0.5934
10240/50000 [=====>........................] - ETA: 6s - loss: 0.5935
10560/50000 [=====>........................] - ETA: 6s - loss: 0.5933
10880/50000 [=====>........................] - ETA: 6s - loss: 0.5932
11200/50000 [=====>........................] - ETA: 6s - loss: 0.5931
11520/50000 [=====>........................] - ETA: 6s - loss: 0.5930
11840/50000 [======>.......................] - ETA: 6s - loss: 0.5930
12160/50000 [======>.......................] - ETA: 6s - loss: 0.5928
12480/50000 [======>.......................] - ETA: 6s - loss: 0.5928
12800/50000 [======>.......................] - ETA: 6s - loss: 0.5930
13120/50000 [======>.......................] - ETA: 6s - loss: 0.5931
13440/50000 [=======>......................] - ETA: 6s - loss: 0.5932
13760/50000 [=======>......................] - ETA: 6s - loss: 0.5932
14080/50000 [=======>......................] - ETA: 6s - loss: 0.5935
14400/50000 [=======>......................] - ETA: 6s - loss: 0.5935
14720/50000 [=======>......................] - ETA: 6s - loss: 0.5934
15040/50000 [========>.....................] - ETA: 6s - loss: 0.5933
15360/50000 [========>.....................] - ETA: 6s - loss: 0.5933
15680/50000 [========>.....................] - ETA: 5s - loss: 0.5933
16000/50000 [========>.....................] - ETA: 5s - loss: 0.5933
16320/50000 [========>.....................] - ETA: 5s - loss: 0.5932
16640/50000 [========>.....................] - ETA: 5s - loss: 0.5933
16960/50000 [=========>....................] - ETA: 5s - loss: 0.5934
17280/50000 [=========>....................] - ETA: 5s - loss: 0.5934
17600/50000 [=========>....................] - ETA: 5s - loss: 0.5937
17920/50000 [=========>....................] - ETA: 5s - loss: 0.5937
18240/50000 [=========>....................] - ETA: 5s - loss: 0.5938
18560/50000 [==========>...................] - ETA: 5s - loss: 0.5940
18880/50000 [==========>...................] - ETA: 5s - loss: 0.5941
19200/50000 [==========>...................] - ETA: 5s - loss: 0.5940
19520/50000 [==========>...................] - ETA: 5s - loss: 0.5941
19840/50000 [==========>...................] - ETA: 5s - loss: 0.5941
20160/50000 [===========>..................] - ETA: 5s - loss: 0.5940
20480/50000 [===========>..................] - ETA: 5s - loss: 0.5939
20800/50000 [===========>..................] - ETA: 5s - loss: 0.5939
21120/50000 [===========>..................] - ETA: 5s - loss: 0.5939
21440/50000 [===========>..................] - ETA: 4s - loss: 0.5940
21760/50000 [============>.................] - ETA: 4s - loss: 0.5939
22080/50000 [============>.................] - ETA: 4s - loss: 0.5939
22400/50000 [============>.................] - ETA: 4s - loss: 0.5939
22720/50000 [============>.................] - ETA: 4s - loss: 0.5939
23040/50000 [============>.................] - ETA: 4s - loss: 0.5936
23360/50000 [=============>................] - ETA: 4s - loss: 0.5937
23680/50000 [=============>................] - ETA: 4s - loss: 0.5938
24000/50000 [=============>................] - ETA: 4s - loss: 0.5937
24320/50000 [=============>................] - ETA: 4s - loss: 0.5937
24640/50000 [=============>................] - ETA: 4s - loss: 0.5939
24960/50000 [=============>................] - ETA: 4s - loss: 0.5940
25280/50000 [==============>...............] - ETA: 4s - loss: 0.5941
25600/50000 [==============>...............] - ETA: 4s - loss: 0.5941
25920/50000 [==============>...............] - ETA: 4s - loss: 0.5940
26240/50000 [==============>...............] - ETA: 4s - loss: 0.5939
26560/50000 [==============>...............] - ETA: 4s - loss: 0.5940
26880/50000 [===============>..............] - ETA: 4s - loss: 0.5940
27200/50000 [===============>..............] - ETA: 3s - loss: 0.5940
27520/50000 [===============>..............] - ETA: 3s - loss: 0.5940
27840/50000 [===============>..............] - ETA: 3s - loss: 0.5940
28160/50000 [===============>..............] - ETA: 3s - loss: 0.5940
28480/50000 [================>.............] - ETA: 3s - loss: 0.5939
28800/50000 [================>.............] - ETA: 3s - loss: 0.5939
29120/50000 [================>.............] - ETA: 3s - loss: 0.5939
29440/50000 [================>.............] - ETA: 3s - loss: 0.5938
29760/50000 [================>.............] - ETA: 3s - loss: 0.5938
30080/50000 [=================>............] - ETA: 3s - loss: 0.5939
30400/50000 [=================>............] - ETA: 3s - loss: 0.5940
30720/50000 [=================>............] - ETA: 3s - loss: 0.5940
31040/50000 [=================>............] - ETA: 3s - loss: 0.5941
31360/50000 [=================>............] - ETA: 3s - loss: 0.5941
31680/50000 [==================>...........] - ETA: 3s - loss: 0.5941
32000/50000 [==================>...........] - ETA: 3s - loss: 0.5941
32320/50000 [==================>...........] - ETA: 3s - loss: 0.5941
32640/50000 [==================>...........] - ETA: 3s - loss: 0.5940
32960/50000 [==================>...........] - ETA: 2s - loss: 0.5940
33280/50000 [==================>...........] - ETA: 2s - loss: 0.5939
33600/50000 [===================>..........] - ETA: 2s - loss: 0.5940
33920/50000 [===================>..........] - ETA: 2s - loss: 0.5940
34240/50000 [===================>..........] - ETA: 2s - loss: 0.5940
34560/50000 [===================>..........] - ETA: 2s - loss: 0.5941
34880/50000 [===================>..........] - ETA: 2s - loss: 0.5941
35200/50000 [====================>.........] - ETA: 2s - loss: 0.5941
35520/50000 [====================>.........] - ETA: 2s - loss: 0.5942
35840/50000 [====================>.........] - ETA: 2s - loss: 0.5942
36160/50000 [====================>.........] - ETA: 2s - loss: 0.5942
36480/50000 [====================>.........] - ETA: 2s - loss: 0.5943
36800/50000 [=====================>........] - ETA: 2s - loss: 0.5943
37120/50000 [=====================>........] - ETA: 2s - loss: 0.5943
37440/50000 [=====================>........] - ETA: 2s - loss: 0.5943
37760/50000 [=====================>........] - ETA: 2s - loss: 0.5943
38080/50000 [=====================>........] - ETA: 2s - loss: 0.5943
38400/50000 [======================>.......] - ETA: 2s - loss: 0.5942
38720/50000 [======================>.......] - ETA: 1s - loss: 0.5942
39040/50000 [======================>.......] - ETA: 1s - loss: 0.5943
39360/50000 [======================>.......] - ETA: 1s - loss: 0.5944
39680/50000 [======================>.......] - ETA: 1s - loss: 0.5944
40000/50000 [=======================>......] - ETA: 1s - loss: 0.5945
40320/50000 [=======================>......] - ETA: 1s - loss: 0.5945
40640/50000 [=======================>......] - ETA: 1s - loss: 0.5945
40960/50000 [=======================>......] - ETA: 1s - loss: 0.5944
41280/50000 [=======================>......] - ETA: 1s - loss: 0.5944
41600/50000 [=======================>......] - ETA: 1s - loss: 0.5945
41920/50000 [========================>.....] - ETA: 1s - loss: 0.5945
42240/50000 [========================>.....] - ETA: 1s - loss: 0.5945
42560/50000 [========================>.....] - ETA: 1s - loss: 0.5945
42880/50000 [========================>.....] - ETA: 1s - loss: 0.5945
43200/50000 [========================>.....] - ETA: 1s - loss: 0.5945
43520/50000 [=========================>....] - ETA: 1s - loss: 0.5944
43840/50000 [=========================>....] - ETA: 1s - loss: 0.5944
44160/50000 [=========================>....] - ETA: 1s - loss: 0.5944
44480/50000 [=========================>....] - ETA: 0s - loss: 0.5944
44800/50000 [=========================>....] - ETA: 0s - loss: 0.5944
45120/50000 [==========================>...] - ETA: 0s - loss: 0.5944
45440/50000 [==========================>...] - ETA: 0s - loss: 0.5944
45760/50000 [==========================>...] - ETA: 0s - loss: 0.5944
46080/50000 [==========================>...] - ETA: 0s - loss: 0.5944
46400/50000 [==========================>...] - ETA: 0s - loss: 0.5945
46720/50000 [===========================>..] - ETA: 0s - loss: 0.5946
47040/50000 [===========================>..] - ETA: 0s - loss: 0.5946
47360/50000 [===========================>..] - ETA: 0s - loss: 0.5946
47680/50000 [===========================>..] - ETA: 0s - loss: 0.5946
48000/50000 [===========================>..] - ETA: 0s - loss: 0.5946
48320/50000 [===========================>..] - ETA: 0s - loss: 0.5945
48640/50000 [============================>.] - ETA: 0s - loss: 0.5946
48960/50000 [============================>.] - ETA: 0s - loss: 0.5946
49280/50000 [============================>.] - ETA: 0s - loss: 0.5945
49600/50000 [============================>.] - ETA: 0s - loss: 0.5946
49920/50000 [============================>.] - ETA: 0s - loss: 0.5945
50000/50000 [==============================] - 9s 187us/step - loss: 0.5945 - val_loss: 0.5957
Epoch 31/50

   64/50000 [..............................] - ETA: 11s - loss: 0.5889
  384/50000 [..............................] - ETA: 9s - loss: 0.5897
  704/50000 [..............................] - ETA: 8s - loss: 0.5972
 1024/50000 [..............................] - ETA: 8s - loss: 0.5961
 1344/50000 [..............................] - ETA: 8s - loss: 0.5981
 1664/50000 [..............................] - ETA: 8s - loss: 0.5987
 1984/50000 [>.............................] - ETA: 8s - loss: 0.5994
 2304/50000 [>.............................] - ETA: 8s - loss: 0.5982
 2624/50000 [>.............................] - ETA: 8s - loss: 0.5983
 2944/50000 [>.............................] - ETA: 8s - loss: 0.5979
 3264/50000 [>.............................] - ETA: 8s - loss: 0.5985
 3584/50000 [=>............................] - ETA: 8s - loss: 0.5985
 3904/50000 [=>............................] - ETA: 8s - loss: 0.5983
 4224/50000 [=>............................] - ETA: 8s - loss: 0.5979
 4544/50000 [=>............................] - ETA: 7s - loss: 0.5972
 4864/50000 [=>............................] - ETA: 7s - loss: 0.5971
 5184/50000 [==>...........................] - ETA: 7s - loss: 0.5968
 5504/50000 [==>...........................] - ETA: 7s - loss: 0.5964
 5824/50000 [==>...........................] - ETA: 7s - loss: 0.5965
 6144/50000 [==>...........................] - ETA: 7s - loss: 0.5967
 6464/50000 [==>...........................] - ETA: 7s - loss: 0.5965
 6784/50000 [===>..........................] - ETA: 7s - loss: 0.5968
 7104/50000 [===>..........................] - ETA: 7s - loss: 0.5968
 7424/50000 [===>..........................] - ETA: 7s - loss: 0.5969
 7744/50000 [===>..........................] - ETA: 7s - loss: 0.5968
 8064/50000 [===>..........................] - ETA: 7s - loss: 0.5967
 8384/50000 [====>.........................] - ETA: 7s - loss: 0.5964
 8704/50000 [====>.........................] - ETA: 7s - loss: 0.5962
 9024/50000 [====>.........................] - ETA: 7s - loss: 0.5959
 9344/50000 [====>.........................] - ETA: 7s - loss: 0.5957
 9664/50000 [====>.........................] - ETA: 7s - loss: 0.5957
 9984/50000 [====>.........................] - ETA: 6s - loss: 0.5957
10304/50000 [=====>........................] - ETA: 6s - loss: 0.5957
10624/50000 [=====>........................] - ETA: 6s - loss: 0.5958
10944/50000 [=====>........................] - ETA: 6s - loss: 0.5956
11264/50000 [=====>........................] - ETA: 6s - loss: 0.5954
11584/50000 [=====>........................] - ETA: 6s - loss: 0.5953
11904/50000 [======>.......................] - ETA: 6s - loss: 0.5951
12224/50000 [======>.......................] - ETA: 6s - loss: 0.5950
12544/50000 [======>.......................] - ETA: 6s - loss: 0.5950
12864/50000 [======>.......................] - ETA: 6s - loss: 0.5948
13184/50000 [======>.......................] - ETA: 6s - loss: 0.5948
13504/50000 [=======>......................] - ETA: 6s - loss: 0.5947
13824/50000 [=======>......................] - ETA: 6s - loss: 0.5947
14144/50000 [=======>......................] - ETA: 6s - loss: 0.5948
14464/50000 [=======>......................] - ETA: 6s - loss: 0.5947
14784/50000 [=======>......................] - ETA: 6s - loss: 0.5945
15104/50000 [========>.....................] - ETA: 6s - loss: 0.5946
15424/50000 [========>.....................] - ETA: 6s - loss: 0.5946
15744/50000 [========>.....................] - ETA: 5s - loss: 0.5946
16064/50000 [========>.....................] - ETA: 5s - loss: 0.5948
16384/50000 [========>.....................] - ETA: 5s - loss: 0.5946
16704/50000 [=========>....................] - ETA: 5s - loss: 0.5946
17024/50000 [=========>....................] - ETA: 5s - loss: 0.5946
17344/50000 [=========>....................] - ETA: 5s - loss: 0.5946
17664/50000 [=========>....................] - ETA: 5s - loss: 0.5947
17984/50000 [=========>....................] - ETA: 5s - loss: 0.5947
18304/50000 [=========>....................] - ETA: 5s - loss: 0.5948
18624/50000 [==========>...................] - ETA: 5s - loss: 0.5950
18944/50000 [==========>...................] - ETA: 5s - loss: 0.5951
19264/50000 [==========>...................] - ETA: 5s - loss: 0.5952
19584/50000 [==========>...................] - ETA: 5s - loss: 0.5953
19904/50000 [==========>...................] - ETA: 5s - loss: 0.5952
20224/50000 [===========>..................] - ETA: 5s - loss: 0.5951
20544/50000 [===========>..................] - ETA: 5s - loss: 0.5948
20864/50000 [===========>..................] - ETA: 5s - loss: 0.5947
21184/50000 [===========>..................] - ETA: 5s - loss: 0.5947
21504/50000 [===========>..................] - ETA: 4s - loss: 0.5946
21824/50000 [============>.................] - ETA: 4s - loss: 0.5944
22144/50000 [============>.................] - ETA: 4s - loss: 0.5943
22464/50000 [============>.................] - ETA: 4s - loss: 0.5943
22784/50000 [============>.................] - ETA: 4s - loss: 0.5943
23104/50000 [============>.................] - ETA: 4s - loss: 0.5942
23424/50000 [=============>................] - ETA: 4s - loss: 0.5943
23744/50000 [=============>................] - ETA: 4s - loss: 0.5942
24064/50000 [=============>................] - ETA: 4s - loss: 0.5942
24384/50000 [=============>................] - ETA: 4s - loss: 0.5942
24704/50000 [=============>................] - ETA: 4s - loss: 0.5942
25024/50000 [==============>...............] - ETA: 4s - loss: 0.5943
25344/50000 [==============>...............] - ETA: 4s - loss: 0.5944
25664/50000 [==============>...............] - ETA: 4s - loss: 0.5945
25984/50000 [==============>...............] - ETA: 4s - loss: 0.5946
26304/50000 [==============>...............] - ETA: 4s - loss: 0.5946
26624/50000 [==============>...............] - ETA: 4s - loss: 0.5947
26944/50000 [===============>..............] - ETA: 4s - loss: 0.5947
27264/50000 [===============>..............] - ETA: 3s - loss: 0.5947
27584/50000 [===============>..............] - ETA: 3s - loss: 0.5948
27904/50000 [===============>..............] - ETA: 3s - loss: 0.5948
28224/50000 [===============>..............] - ETA: 3s - loss: 0.5948
28544/50000 [================>.............] - ETA: 3s - loss: 0.5949
28864/50000 [================>.............] - ETA: 3s - loss: 0.5948
29184/50000 [================>.............] - ETA: 3s - loss: 0.5947
29504/50000 [================>.............] - ETA: 3s - loss: 0.5946
29824/50000 [================>.............] - ETA: 3s - loss: 0.5945
30144/50000 [=================>............] - ETA: 3s - loss: 0.5944
30464/50000 [=================>............] - ETA: 3s - loss: 0.5944
30784/50000 [=================>............] - ETA: 3s - loss: 0.5943
31104/50000 [=================>............] - ETA: 3s - loss: 0.5943
31424/50000 [=================>............] - ETA: 3s - loss: 0.5942
31744/50000 [==================>...........] - ETA: 3s - loss: 0.5943
32064/50000 [==================>...........] - ETA: 3s - loss: 0.5942
32384/50000 [==================>...........] - ETA: 3s - loss: 0.5942
32704/50000 [==================>...........] - ETA: 3s - loss: 0.5942
33024/50000 [==================>...........] - ETA: 2s - loss: 0.5942
33344/50000 [===================>..........] - ETA: 2s - loss: 0.5941
33664/50000 [===================>..........] - ETA: 2s - loss: 0.5941
33984/50000 [===================>..........] - ETA: 2s - loss: 0.5941
34304/50000 [===================>..........] - ETA: 2s - loss: 0.5940
34624/50000 [===================>..........] - ETA: 2s - loss: 0.5940
34944/50000 [===================>..........] - ETA: 2s - loss: 0.5940
35264/50000 [====================>.........] - ETA: 2s - loss: 0.5941
35584/50000 [====================>.........] - ETA: 2s - loss: 0.5942
35904/50000 [====================>.........] - ETA: 2s - loss: 0.5942
36224/50000 [====================>.........] - ETA: 2s - loss: 0.5942
36544/50000 [====================>.........] - ETA: 2s - loss: 0.5942
36864/50000 [=====================>........] - ETA: 2s - loss: 0.5942
37184/50000 [=====================>........] - ETA: 2s - loss: 0.5942
37504/50000 [=====================>........] - ETA: 2s - loss: 0.5942
37824/50000 [=====================>........] - ETA: 2s - loss: 0.5942
38144/50000 [=====================>........] - ETA: 2s - loss: 0.5942
38464/50000 [======================>.......] - ETA: 2s - loss: 0.5942
38784/50000 [======================>.......] - ETA: 1s - loss: 0.5941
39104/50000 [======================>.......] - ETA: 1s - loss: 0.5942
39424/50000 [======================>.......] - ETA: 1s - loss: 0.5942
39744/50000 [======================>.......] - ETA: 1s - loss: 0.5942
40064/50000 [=======================>......] - ETA: 1s - loss: 0.5942
40384/50000 [=======================>......] - ETA: 1s - loss: 0.5942
40704/50000 [=======================>......] - ETA: 1s - loss: 0.5942
41024/50000 [=======================>......] - ETA: 1s - loss: 0.5942
41344/50000 [=======================>......] - ETA: 1s - loss: 0.5941
41664/50000 [=======================>......] - ETA: 1s - loss: 0.5941
41984/50000 [========================>.....] - ETA: 1s - loss: 0.5941
42304/50000 [========================>.....] - ETA: 1s - loss: 0.5940
42624/50000 [========================>.....] - ETA: 1s - loss: 0.5940
42944/50000 [========================>.....] - ETA: 1s - loss: 0.5940
43264/50000 [========================>.....] - ETA: 1s - loss: 0.5940
43584/50000 [=========================>....] - ETA: 1s - loss: 0.5940
43904/50000 [=========================>....] - ETA: 1s - loss: 0.5940
44224/50000 [=========================>....] - ETA: 1s - loss: 0.5939
44544/50000 [=========================>....] - ETA: 0s - loss: 0.5939
44864/50000 [=========================>....] - ETA: 0s - loss: 0.5939
45184/50000 [==========================>...] - ETA: 0s - loss: 0.5940
45504/50000 [==========================>...] - ETA: 0s - loss: 0.5940
45824/50000 [==========================>...] - ETA: 0s - loss: 0.5940
46144/50000 [==========================>...] - ETA: 0s - loss: 0.5939
46464/50000 [==========================>...] - ETA: 0s - loss: 0.5939
46784/50000 [===========================>..] - ETA: 0s - loss: 0.5939
47104/50000 [===========================>..] - ETA: 0s - loss: 0.5939
47424/50000 [===========================>..] - ETA: 0s - loss: 0.5940
47744/50000 [===========================>..] - ETA: 0s - loss: 0.5940
48064/50000 [===========================>..] - ETA: 0s - loss: 0.5941
48384/50000 [============================>.] - ETA: 0s - loss: 0.5941
48704/50000 [============================>.] - ETA: 0s - loss: 0.5941
49024/50000 [============================>.] - ETA: 0s - loss: 0.5941
49344/50000 [============================>.] - ETA: 0s - loss: 0.5941
49664/50000 [============================>.] - ETA: 0s - loss: 0.5941
49984/50000 [============================>.] - ETA: 0s - loss: 0.5942
50000/50000 [==============================] - 9s 187us/step - loss: 0.5942 - val_loss: 0.5996
Epoch 32/50

   64/50000 [..............................] - ETA: 10s - loss: 0.6064
  384/50000 [..............................] - ETA: 8s - loss: 0.6045
  704/50000 [..............................] - ETA: 8s - loss: 0.6007
 1024/50000 [..............................] - ETA: 8s - loss: 0.5987
 1344/50000 [..............................] - ETA: 8s - loss: 0.5959
 1664/50000 [..............................] - ETA: 8s - loss: 0.5953
 1984/50000 [>.............................] - ETA: 8s - loss: 0.5952
 2304/50000 [>.............................] - ETA: 8s - loss: 0.5947
 2624/50000 [>.............................] - ETA: 8s - loss: 0.5935
 2944/50000 [>.............................] - ETA: 8s - loss: 0.5939
 3264/50000 [>.............................] - ETA: 8s - loss: 0.5937
 3584/50000 [=>............................] - ETA: 8s - loss: 0.5936
 3904/50000 [=>............................] - ETA: 8s - loss: 0.5939
 4224/50000 [=>............................] - ETA: 8s - loss: 0.5938
 4544/50000 [=>............................] - ETA: 8s - loss: 0.5937
 4864/50000 [=>............................] - ETA: 7s - loss: 0.5944
 5184/50000 [==>...........................] - ETA: 7s - loss: 0.5947
 5504/50000 [==>...........................] - ETA: 7s - loss: 0.5944
 5824/50000 [==>...........................] - ETA: 7s - loss: 0.5942
 6144/50000 [==>...........................] - ETA: 7s - loss: 0.5942
 6464/50000 [==>...........................] - ETA: 7s - loss: 0.5939
 6784/50000 [===>..........................] - ETA: 7s - loss: 0.5933
 7104/50000 [===>..........................] - ETA: 7s - loss: 0.5934
 7424/50000 [===>..........................] - ETA: 7s - loss: 0.5931
 7744/50000 [===>..........................] - ETA: 7s - loss: 0.5931
 8064/50000 [===>..........................] - ETA: 7s - loss: 0.5932
 8384/50000 [====>.........................] - ETA: 7s - loss: 0.5932
 8704/50000 [====>.........................] - ETA: 7s - loss: 0.5931
 9024/50000 [====>.........................] - ETA: 7s - loss: 0.5932
 9344/50000 [====>.........................] - ETA: 7s - loss: 0.5931
 9664/50000 [====>.........................] - ETA: 7s - loss: 0.5935
 9984/50000 [====>.........................] - ETA: 7s - loss: 0.5938
10304/50000 [=====>........................] - ETA: 6s - loss: 0.5938
10624/50000 [=====>........................] - ETA: 6s - loss: 0.5936
10944/50000 [=====>........................] - ETA: 6s - loss: 0.5935
11264/50000 [=====>........................] - ETA: 6s - loss: 0.5936
11584/50000 [=====>........................] - ETA: 6s - loss: 0.5935
11904/50000 [======>.......................] - ETA: 6s - loss: 0.5935
12224/50000 [======>.......................] - ETA: 6s - loss: 0.5937
12544/50000 [======>.......................] - ETA: 6s - loss: 0.5937
12864/50000 [======>.......................] - ETA: 6s - loss: 0.5936
13184/50000 [======>.......................] - ETA: 6s - loss: 0.5935
13504/50000 [=======>......................] - ETA: 6s - loss: 0.5935
13824/50000 [=======>......................] - ETA: 6s - loss: 0.5935
14144/50000 [=======>......................] - ETA: 6s - loss: 0.5935
14464/50000 [=======>......................] - ETA: 6s - loss: 0.5936
14784/50000 [=======>......................] - ETA: 6s - loss: 0.5938
15104/50000 [========>.....................] - ETA: 6s - loss: 0.5938
15424/50000 [========>.....................] - ETA: 6s - loss: 0.5940
15744/50000 [========>.....................] - ETA: 5s - loss: 0.5942
16064/50000 [========>.....................] - ETA: 5s - loss: 0.5945
16384/50000 [========>.....................] - ETA: 5s - loss: 0.5947
16704/50000 [=========>....................] - ETA: 5s - loss: 0.5948
17024/50000 [=========>....................] - ETA: 5s - loss: 0.5947
17344/50000 [=========>....................] - ETA: 5s - loss: 0.5946
17664/50000 [=========>....................] - ETA: 5s - loss: 0.5945
17984/50000 [=========>....................] - ETA: 5s - loss: 0.5943
18304/50000 [=========>....................] - ETA: 5s - loss: 0.5944
18624/50000 [==========>...................] - ETA: 5s - loss: 0.5942
18944/50000 [==========>...................] - ETA: 5s - loss: 0.5940
19264/50000 [==========>...................] - ETA: 5s - loss: 0.5940
19584/50000 [==========>...................] - ETA: 5s - loss: 0.5940
19904/50000 [==========>...................] - ETA: 5s - loss: 0.5940
20224/50000 [===========>..................] - ETA: 5s - loss: 0.5941
20544/50000 [===========>..................] - ETA: 5s - loss: 0.5941
20864/50000 [===========>..................] - ETA: 5s - loss: 0.5941
21184/50000 [===========>..................] - ETA: 5s - loss: 0.5940
21504/50000 [===========>..................] - ETA: 4s - loss: 0.5940
21824/50000 [============>.................] - ETA: 4s - loss: 0.5938
22144/50000 [============>.................] - ETA: 4s - loss: 0.5938
22464/50000 [============>.................] - ETA: 4s - loss: 0.5937
22784/50000 [============>.................] - ETA: 4s - loss: 0.5936
23104/50000 [============>.................] - ETA: 4s - loss: 0.5936
23424/50000 [=============>................] - ETA: 4s - loss: 0.5936
23744/50000 [=============>................] - ETA: 4s - loss: 0.5937
24064/50000 [=============>................] - ETA: 4s - loss: 0.5938
24384/50000 [=============>................] - ETA: 4s - loss: 0.5938
24704/50000 [=============>................] - ETA: 4s - loss: 0.5938
25024/50000 [==============>...............] - ETA: 4s - loss: 0.5939
25344/50000 [==============>...............] - ETA: 4s - loss: 0.5938
25664/50000 [==============>...............] - ETA: 4s - loss: 0.5937
25984/50000 [==============>...............] - ETA: 4s - loss: 0.5937
26304/50000 [==============>...............] - ETA: 4s - loss: 0.5936
26624/50000 [==============>...............] - ETA: 4s - loss: 0.5936
26944/50000 [===============>..............] - ETA: 4s - loss: 0.5937
27264/50000 [===============>..............] - ETA: 3s - loss: 0.5937
27584/50000 [===============>..............] - ETA: 3s - loss: 0.5936
27904/50000 [===============>..............] - ETA: 3s - loss: 0.5936
28224/50000 [===============>..............] - ETA: 3s - loss: 0.5936
28544/50000 [================>.............] - ETA: 3s - loss: 0.5937
28864/50000 [================>.............] - ETA: 3s - loss: 0.5937
29184/50000 [================>.............] - ETA: 3s - loss: 0.5938
29504/50000 [================>.............] - ETA: 3s - loss: 0.5938
29824/50000 [================>.............] - ETA: 3s - loss: 0.5936
30144/50000 [=================>............] - ETA: 3s - loss: 0.5936
30464/50000 [=================>............] - ETA: 3s - loss: 0.5936
30784/50000 [=================>............] - ETA: 3s - loss: 0.5935
31104/50000 [=================>............] - ETA: 3s - loss: 0.5936
31424/50000 [=================>............] - ETA: 3s - loss: 0.5935
31744/50000 [==================>...........] - ETA: 3s - loss: 0.5936
32064/50000 [==================>...........] - ETA: 3s - loss: 0.5936
32384/50000 [==================>...........] - ETA: 3s - loss: 0.5937
32704/50000 [==================>...........] - ETA: 3s - loss: 0.5937
33024/50000 [==================>...........] - ETA: 2s - loss: 0.5937
33344/50000 [===================>..........] - ETA: 2s - loss: 0.5938
33664/50000 [===================>..........] - ETA: 2s - loss: 0.5938
