Using TensorFlow backend.
2018-02-01 18:25:19.097888: I C:\tf_jenkins\home\workspace\rel-win\M\windows\PY\36\tensorflow\core\platform\cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX
Train on 50000 samples, validate on 10000 samples
Epoch 1/50

30592/50000 [=================>............] - ETA: 3s - loss: 0.6262
30912/50000 [=================>............] - ETA: 3s - loss: 0.6262
31232/50000 [=================>............] - ETA: 3s - loss: 0.6262
31552/50000 [=================>............] - ETA: 3s - loss: 0.6262
31872/50000 [==================>...........] - ETA: 3s - loss: 0.6262
32192/50000 [==================>...........] - ETA: 3s - loss: 0.6261
32512/50000 [==================>...........] - ETA: 3s - loss: 0.6261
32768/50000 [==================>...........] - ETA: 3s - loss: 0.6261
33024/50000 [==================>...........] - ETA: 3s - loss: 0.6261
33344/50000 [===================>..........] - ETA: 3s - loss: 0.6261
33664/50000 [===================>..........] - ETA: 2s - loss: 0.6260
33984/50000 [===================>..........] - ETA: 2s - loss: 0.6260
34304/50000 [===================>..........] - ETA: 2s - loss: 0.6260
34624/50000 [===================>..........] - ETA: 2s - loss: 0.6260
34944/50000 [===================>..........] - ETA: 2s - loss: 0.6260
35264/50000 [====================>.........] - ETA: 2s - loss: 0.6260
35584/50000 [====================>.........] - ETA: 2s - loss: 0.6260
35904/50000 [====================>.........] - ETA: 2s - loss: 0.6259
36224/50000 [====================>.........] - ETA: 2s - loss: 0.6259
36544/50000 [====================>.........] - ETA: 2s - loss: 0.6259
36864/50000 [=====================>........] - ETA: 2s - loss: 0.6258
37184/50000 [=====================>........] - ETA: 2s - loss: 0.6258
37504/50000 [=====================>........] - ETA: 2s - loss: 0.6258
37824/50000 [=====================>........] - ETA: 2s - loss: 0.6258
38144/50000 [=====================>........] - ETA: 2s - loss: 0.6258
38464/50000 [======================>.......] - ETA: 2s - loss: 0.6258
38784/50000 [======================>.......] - ETA: 2s - loss: 0.6258
39104/50000 [======================>.......] - ETA: 1s - loss: 0.6257
39424/50000 [======================>.......] - ETA: 1s - loss: 0.6257
39744/50000 [======================>.......] - ETA: 1s - loss: 0.6257
40064/50000 [=======================>......] - ETA: 1s - loss: 0.6257
40384/50000 [=======================>......] - ETA: 1s - loss: 0.6257
40704/50000 [=======================>......] - ETA: 1s - loss: 0.6257
41024/50000 [=======================>......] - ETA: 1s - loss: 0.6257
41344/50000 [=======================>......] - ETA: 1s - loss: 0.6256
41664/50000 [=======================>......] - ETA: 1s - loss: 0.6256
41984/50000 [========================>.....] - ETA: 1s - loss: 0.6255
42304/50000 [========================>.....] - ETA: 1s - loss: 0.6255
42624/50000 [========================>.....] - ETA: 1s - loss: 0.6255
42944/50000 [========================>.....] - ETA: 1s - loss: 0.6255
43264/50000 [========================>.....] - ETA: 1s - loss: 0.6255
43584/50000 [=========================>....] - ETA: 1s - loss: 0.6255
43904/50000 [=========================>....] - ETA: 1s - loss: 0.6255
44224/50000 [=========================>....] - ETA: 1s - loss: 0.6254
44544/50000 [=========================>....] - ETA: 0s - loss: 0.6254
44864/50000 [=========================>....] - ETA: 0s - loss: 0.6254
45184/50000 [==========================>...] - ETA: 0s - loss: 0.6254
45504/50000 [==========================>...] - ETA: 0s - loss: 0.6253
45824/50000 [==========================>...] - ETA: 0s - loss: 0.6253
46144/50000 [==========================>...] - ETA: 0s - loss: 0.6253
46464/50000 [==========================>...] - ETA: 0s - loss: 0.6253
46784/50000 [===========================>..] - ETA: 0s - loss: 0.6253
47104/50000 [===========================>..] - ETA: 0s - loss: 0.6253
47424/50000 [===========================>..] - ETA: 0s - loss: 0.6253
47744/50000 [===========================>..] - ETA: 0s - loss: 0.6253
48064/50000 [===========================>..] - ETA: 0s - loss: 0.6253
48384/50000 [============================>.] - ETA: 0s - loss: 0.6254
48704/50000 [============================>.] - ETA: 0s - loss: 0.6253
49024/50000 [============================>.] - ETA: 0s - loss: 0.6253
49344/50000 [============================>.] - ETA: 0s - loss: 0.6253
49664/50000 [============================>.] - ETA: 0s - loss: 0.6253
49984/50000 [============================>.] - ETA: 0s - loss: 0.6253
50000/50000 [==============================] - 10s 193us/step - loss: 0.6253 - val_loss: 0.6249
Epoch 7/50

   64/50000 [..............................] - ETA: 10s - loss: 0.6182
  384/50000 [..............................] - ETA: 8s - loss: 0.6183
  704/50000 [..............................] - ETA: 8s - loss: 0.6226
 1024/50000 [..............................] - ETA: 8s - loss: 0.6211
 1344/50000 [..............................] - ETA: 8s - loss: 0.6215
 1664/50000 [..............................] - ETA: 8s - loss: 0.6211
 1984/50000 [>.............................] - ETA: 8s - loss: 0.6216
 2304/50000 [>.............................] - ETA: 8s - loss: 0.6212
 2624/50000 [>.............................] - ETA: 8s - loss: 0.6215
 2944/50000 [>.............................] - ETA: 8s - loss: 0.6207
 3264/50000 [>.............................] - ETA: 8s - loss: 0.6208
 3584/50000 [=>............................] - ETA: 8s - loss: 0.6210
 3904/50000 [=>............................] - ETA: 8s - loss: 0.6207
 4160/50000 [=>............................] - ETA: 8s - loss: 0.6208
 4416/50000 [=>............................] - ETA: 8s - loss: 0.6212
 4736/50000 [=>............................] - ETA: 8s - loss: 0.6213
 5056/50000 [==>...........................] - ETA: 8s - loss: 0.6216
 5376/50000 [==>...........................] - ETA: 8s - loss: 0.6214
 5568/50000 [==>...........................] - ETA: 8s - loss: 0.6213
 5760/50000 [==>...........................] - ETA: 8s - loss: 0.6213
 6016/50000 [==>...........................] - ETA: 8s - loss: 0.6214
 6272/50000 [==>...........................] - ETA: 8s - loss: 0.6213
 6528/50000 [==>...........................] - ETA: 8s - loss: 0.6213
 6784/50000 [===>..........................] - ETA: 8s - loss: 0.6212
 6976/50000 [===>..........................] - ETA: 8s - loss: 0.6215
 7296/50000 [===>..........................] - ETA: 8s - loss: 0.6215
 7552/50000 [===>..........................] - ETA: 8s - loss: 0.6215
 7872/50000 [===>..........................] - ETA: 8s - loss: 0.6215
 8192/50000 [===>..........................] - ETA: 8s - loss: 0.6216
 8512/50000 [====>.........................] - ETA: 8s - loss: 0.6218
 8832/50000 [====>.........................] - ETA: 8s - loss: 0.6219
 9152/50000 [====>.........................] - ETA: 7s - loss: 0.6220
 9472/50000 [====>.........................] - ETA: 7s - loss: 0.6219
 9728/50000 [====>.........................] - ETA: 7s - loss: 0.6219
10048/50000 [=====>........................] - ETA: 7s - loss: 0.6220
10368/50000 [=====>........................] - ETA: 7s - loss: 0.6219
10688/50000 [=====>........................] - ETA: 7s - loss: 0.6221
11008/50000 [=====>........................] - ETA: 7s - loss: 0.6220
11328/50000 [=====>........................] - ETA: 7s - loss: 0.6219
11648/50000 [=====>........................] - ETA: 7s - loss: 0.6220
11968/50000 [======>.......................] - ETA: 7s - loss: 0.6219
12288/50000 [======>.......................] - ETA: 7s - loss: 0.6219
12608/50000 [======>.......................] - ETA: 7s - loss: 0.6218
12928/50000 [======>.......................] - ETA: 7s - loss: 0.6217
13248/50000 [======>.......................] - ETA: 7s - loss: 0.6217
13568/50000 [=======>......................] - ETA: 6s - loss: 0.6219
13888/50000 [=======>......................] - ETA: 6s - loss: 0.6218
14208/50000 [=======>......................] - ETA: 6s - loss: 0.6218
14528/50000 [=======>......................] - ETA: 6s - loss: 0.6219
14848/50000 [=======>......................] - ETA: 6s - loss: 0.6220
15168/50000 [========>.....................] - ETA: 6s - loss: 0.6220
15488/50000 [========>.....................] - ETA: 6s - loss: 0.6221
15808/50000 [========>.....................] - ETA: 6s - loss: 0.6220
16128/50000 [========>.....................] - ETA: 6s - loss: 0.6220
16448/50000 [========>.....................] - ETA: 6s - loss: 0.6220
16768/50000 [=========>....................] - ETA: 6s - loss: 0.6222
17088/50000 [=========>....................] - ETA: 6s - loss: 0.6221
17408/50000 [=========>....................] - ETA: 6s - loss: 0.6221
17728/50000 [=========>....................] - ETA: 6s - loss: 0.6221
18048/50000 [=========>....................] - ETA: 5s - loss: 0.6221
18368/50000 [==========>...................] - ETA: 5s - loss: 0.6221
18688/50000 [==========>...................] - ETA: 5s - loss: 0.6221
18944/50000 [==========>...................] - ETA: 5s - loss: 0.6221
19264/50000 [==========>...................] - ETA: 5s - loss: 0.6221
19584/50000 [==========>...................] - ETA: 5s - loss: 0.6221
19904/50000 [==========>...................] - ETA: 5s - loss: 0.6220
20224/50000 [===========>..................] - ETA: 5s - loss: 0.6221
20544/50000 [===========>..................] - ETA: 5s - loss: 0.6221
20800/50000 [===========>..................] - ETA: 5s - loss: 0.6220
21120/50000 [===========>..................] - ETA: 5s - loss: 0.6221
21440/50000 [===========>..................] - ETA: 5s - loss: 0.6220
21760/50000 [============>.................] - ETA: 5s - loss: 0.6220
22080/50000 [============>.................] - ETA: 5s - loss: 0.6220
22336/50000 [============>.................] - ETA: 5s - loss: 0.6220
22656/50000 [============>.................] - ETA: 5s - loss: 0.6221
22976/50000 [============>.................] - ETA: 5s - loss: 0.6221
23296/50000 [============>.................] - ETA: 4s - loss: 0.6221
23616/50000 [=============>................] - ETA: 4s - loss: 0.6221
23936/50000 [=============>................] - ETA: 4s - loss: 0.6221
24256/50000 [=============>................] - ETA: 4s - loss: 0.6221
24576/50000 [=============>................] - ETA: 4s - loss: 0.6221
24896/50000 [=============>................] - ETA: 4s - loss: 0.6221
25216/50000 [==============>...............] - ETA: 4s - loss: 0.6221
25536/50000 [==============>...............] - ETA: 4s - loss: 0.6222
25856/50000 [==============>...............] - ETA: 4s - loss: 0.6222
26176/50000 [==============>...............] - ETA: 4s - loss: 0.6222
26496/50000 [==============>...............] - ETA: 4s - loss: 0.6221
26816/50000 [===============>..............] - ETA: 4s - loss: 0.6221
27136/50000 [===============>..............] - ETA: 4s - loss: 0.6221
27456/50000 [===============>..............] - ETA: 4s - loss: 0.6221
27712/50000 [===============>..............] - ETA: 4s - loss: 0.6221
28032/50000 [===============>..............] - ETA: 4s - loss: 0.6221
28352/50000 [================>.............] - ETA: 4s - loss: 0.6221
28672/50000 [================>.............] - ETA: 3s - loss: 0.6220
28928/50000 [================>.............] - ETA: 3s - loss: 0.6220
29120/50000 [================>.............] - ETA: 3s - loss: 0.6220
29376/50000 [================>.............] - ETA: 3s - loss: 0.6220
29632/50000 [================>.............] - ETA: 3s - loss: 0.6220
29952/50000 [================>.............] - ETA: 3s - loss: 0.6220
30272/50000 [=================>............] - ETA: 3s - loss: 0.6219
30528/50000 [=================>............] - ETA: 3s - loss: 0.6219
30848/50000 [=================>............] - ETA: 3s - loss: 0.6219
31168/50000 [=================>............] - ETA: 3s - loss: 0.6219
31488/50000 [=================>............] - ETA: 3s - loss: 0.6219
31808/50000 [==================>...........] - ETA: 3s - loss: 0.6219
32128/50000 [==================>...........] - ETA: 3s - loss: 0.6218
32448/50000 [==================>...........] - ETA: 3s - loss: 0.6218
32768/50000 [==================>...........] - ETA: 3s - loss: 0.6217
33088/50000 [==================>...........] - ETA: 3s - loss: 0.6217
33408/50000 [===================>..........] - ETA: 3s - loss: 0.6217
33728/50000 [===================>..........] - ETA: 3s - loss: 0.6217
34048/50000 [===================>..........] - ETA: 2s - loss: 0.6217
34368/50000 [===================>..........] - ETA: 2s - loss: 0.6218
34688/50000 [===================>..........] - ETA: 2s - loss: 0.6217
35008/50000 [====================>.........] - ETA: 2s - loss: 0.6218
35328/50000 [====================>.........] - ETA: 2s - loss: 0.6218
35648/50000 [====================>.........] - ETA: 2s - loss: 0.6218
35968/50000 [====================>.........] - ETA: 2s - loss: 0.6218
36288/50000 [====================>.........] - ETA: 2s - loss: 0.6217
36608/50000 [====================>.........] - ETA: 2s - loss: 0.6217
36928/50000 [=====================>........] - ETA: 2s - loss: 0.6217
37248/50000 [=====================>........] - ETA: 2s - loss: 0.6217
37504/50000 [=====================>........] - ETA: 2s - loss: 0.6217
37760/50000 [=====================>........] - ETA: 2s - loss: 0.6217
38016/50000 [=====================>........] - ETA: 2s - loss: 0.6217
38272/50000 [=====================>........] - ETA: 2s - loss: 0.6217
38528/50000 [======================>.......] - ETA: 2s - loss: 0.6217
38784/50000 [======================>.......] - ETA: 2s - loss: 0.6217
39104/50000 [======================>.......] - ETA: 2s - loss: 0.6216
39424/50000 [======================>.......] - ETA: 1s - loss: 0.6216
39744/50000 [======================>.......] - ETA: 1s - loss: 0.6216
40064/50000 [=======================>......] - ETA: 1s - loss: 0.6215
40384/50000 [=======================>......] - ETA: 1s - loss: 0.6215
40704/50000 [=======================>......] - ETA: 1s - loss: 0.6215
41024/50000 [=======================>......] - ETA: 1s - loss: 0.6215
41344/50000 [=======================>......] - ETA: 1s - loss: 0.6215
41664/50000 [=======================>......] - ETA: 1s - loss: 0.6215
41984/50000 [========================>.....] - ETA: 1s - loss: 0.6214
42304/50000 [========================>.....] - ETA: 1s - loss: 0.6214
42624/50000 [========================>.....] - ETA: 1s - loss: 0.6214
42944/50000 [========================>.....] - ETA: 1s - loss: 0.6214
43264/50000 [========================>.....] - ETA: 1s - loss: 0.6214
43520/50000 [=========================>....] - ETA: 1s - loss: 0.6214
43776/50000 [=========================>....] - ETA: 1s - loss: 0.6214
44096/50000 [=========================>....] - ETA: 1s - loss: 0.6214
44416/50000 [=========================>....] - ETA: 1s - loss: 0.6214
44736/50000 [=========================>....] - ETA: 0s - loss: 0.6214
45056/50000 [==========================>...] - ETA: 0s - loss: 0.6214
45376/50000 [==========================>...] - ETA: 0s - loss: 0.6214
45696/50000 [==========================>...] - ETA: 0s - loss: 0.6214
46016/50000 [==========================>...] - ETA: 0s - loss: 0.6214
46336/50000 [==========================>...] - ETA: 0s - loss: 0.6214
46656/50000 [==========================>...] - ETA: 0s - loss: 0.6214
46976/50000 [===========================>..] - ETA: 0s - loss: 0.6215
47296/50000 [===========================>..] - ETA: 0s - loss: 0.6214
47616/50000 [===========================>..] - ETA: 0s - loss: 0.6214
47936/50000 [===========================>..] - ETA: 0s - loss: 0.6214
48256/50000 [===========================>..] - ETA: 0s - loss: 0.6214
48576/50000 [============================>.] - ETA: 0s - loss: 0.6214
48896/50000 [============================>.] - ETA: 0s - loss: 0.6214
49216/50000 [============================>.] - ETA: 0s - loss: 0.6213
49536/50000 [============================>.] - ETA: 0s - loss: 0.6213
49856/50000 [============================>.] - ETA: 0s - loss: 0.6213
50000/50000 [==============================] - 10s 198us/step - loss: 0.6213 - val_loss: 0.6202
Epoch 8/50

   64/50000 [..............................] - ETA: 10s - loss: 0.6151
  320/50000 [..............................] - ETA: 9s - loss: 0.6169
  640/50000 [..............................] - ETA: 9s - loss: 0.6176
  896/50000 [..............................] - ETA: 9s - loss: 0.6191
 1216/50000 [..............................] - ETA: 9s - loss: 0.6193
 1536/50000 [..............................] - ETA: 9s - loss: 0.6192
 1856/50000 [>.............................] - ETA: 9s - loss: 0.6195
 2176/50000 [>.............................] - ETA: 9s - loss: 0.6201
 2432/50000 [>.............................] - ETA: 9s - loss: 0.6199
 2752/50000 [>.............................] - ETA: 9s - loss: 0.6201
 3072/50000 [>.............................] - ETA: 8s - loss: 0.6204
 3392/50000 [=>............................] - ETA: 8s - loss: 0.6203
 3712/50000 [=>............................] - ETA: 8s - loss: 0.6207
 4032/50000 [=>............................] - ETA: 8s - loss: 0.6206
 4352/50000 [=>............................] - ETA: 8s - loss: 0.6202
 4672/50000 [=>............................] - ETA: 8s - loss: 0.6204
 4992/50000 [=>............................] - ETA: 8s - loss: 0.6207
 5312/50000 [==>...........................] - ETA: 8s - loss: 0.6210
 5632/50000 [==>...........................] - ETA: 8s - loss: 0.6210
 5952/50000 [==>...........................] - ETA: 8s - loss: 0.6208
 6272/50000 [==>...........................] - ETA: 8s - loss: 0.6205
 6528/50000 [==>...........................] - ETA: 8s - loss: 0.6202
 6848/50000 [===>..........................] - ETA: 8s - loss: 0.6202
 7168/50000 [===>..........................] - ETA: 7s - loss: 0.6204
 7488/50000 [===>..........................] - ETA: 7s - loss: 0.6202
 7808/50000 [===>..........................] - ETA: 7s - loss: 0.6201
 8128/50000 [===>..........................] - ETA: 7s - loss: 0.6200
 8448/50000 [====>.........................] - ETA: 7s - loss: 0.6198
 8768/50000 [====>.........................] - ETA: 7s - loss: 0.6197
 9088/50000 [====>.........................] - ETA: 7s - loss: 0.6194
 9408/50000 [====>.........................] - ETA: 7s - loss: 0.6195
 9728/50000 [====>.........................] - ETA: 7s - loss: 0.6195
10048/50000 [=====>........................] - ETA: 7s - loss: 0.6197
10368/50000 [=====>........................] - ETA: 7s - loss: 0.6196
10688/50000 [=====>........................] - ETA: 7s - loss: 0.6196
11008/50000 [=====>........................] - ETA: 7s - loss: 0.6196
11328/50000 [=====>........................] - ETA: 7s - loss: 0.6194
11648/50000 [=====>........................] - ETA: 6s - loss: 0.6194
11968/50000 [======>.......................] - ETA: 6s - loss: 0.6194
12288/50000 [======>.......................] - ETA: 6s - loss: 0.6194
12608/50000 [======>.......................] - ETA: 6s - loss: 0.6193
12864/50000 [======>.......................] - ETA: 6s - loss: 0.6192
13184/50000 [======>.......................] - ETA: 6s - loss: 0.6193
13504/50000 [=======>......................] - ETA: 6s - loss: 0.6192
13824/50000 [=======>......................] - ETA: 6s - loss: 0.6191
14144/50000 [=======>......................] - ETA: 6s - loss: 0.6192
14464/50000 [=======>......................] - ETA: 6s - loss: 0.6191
14784/50000 [=======>......................] - ETA: 6s - loss: 0.6192
15104/50000 [========>.....................] - ETA: 6s - loss: 0.6193
15424/50000 [========>.....................] - ETA: 6s - loss: 0.6192
15744/50000 [========>.....................] - ETA: 6s - loss: 0.6192
16064/50000 [========>.....................] - ETA: 6s - loss: 0.6191
16384/50000 [========>.....................] - ETA: 6s - loss: 0.6191
16704/50000 [=========>....................] - ETA: 6s - loss: 0.6192
17024/50000 [=========>....................] - ETA: 5s - loss: 0.6192
17344/50000 [=========>....................] - ETA: 5s - loss: 0.6191
17664/50000 [=========>....................] - ETA: 5s - loss: 0.6191
17984/50000 [=========>....................] - ETA: 5s - loss: 0.6191
18304/50000 [=========>....................] - ETA: 5s - loss: 0.6190
18624/50000 [==========>...................] - ETA: 5s - loss: 0.6190
18944/50000 [==========>...................] - ETA: 5s - loss: 0.6189
19264/50000 [==========>...................] - ETA: 5s - loss: 0.6189
19584/50000 [==========>...................] - ETA: 5s - loss: 0.6189
19904/50000 [==========>...................] - ETA: 5s - loss: 0.6190
20224/50000 [===========>..................] - ETA: 5s - loss: 0.6190
20544/50000 [===========>..................] - ETA: 5s - loss: 0.6190
20864/50000 [===========>..................] - ETA: 5s - loss: 0.6190
21184/50000 [===========>..................] - ETA: 5s - loss: 0.6190
21504/50000 [===========>..................] - ETA: 5s - loss: 0.6189
21824/50000 [============>.................] - ETA: 5s - loss: 0.6189
22144/50000 [============>.................] - ETA: 5s - loss: 0.6188
22464/50000 [============>.................] - ETA: 4s - loss: 0.6189
22784/50000 [============>.................] - ETA: 4s - loss: 0.6188
23104/50000 [============>.................] - ETA: 4s - loss: 0.6188
23424/50000 [=============>................] - ETA: 4s - loss: 0.6188
23744/50000 [=============>................] - ETA: 4s - loss: 0.6188
24064/50000 [=============>................] - ETA: 4s - loss: 0.6189
24384/50000 [=============>................] - ETA: 4s - loss: 0.6188
24704/50000 [=============>................] - ETA: 4s - loss: 0.6187
25024/50000 [==============>...............] - ETA: 4s - loss: 0.6187
25280/50000 [==============>...............] - ETA: 4s - loss: 0.6188
25600/50000 [==============>...............] - ETA: 4s - loss: 0.6188
25856/50000 [==============>...............] - ETA: 4s - loss: 0.6188
26112/50000 [==============>...............] - ETA: 4s - loss: 0.6188
26368/50000 [==============>...............] - ETA: 4s - loss: 0.6188
26688/50000 [===============>..............] - ETA: 4s - loss: 0.6187
26944/50000 [===============>..............] - ETA: 4s - loss: 0.6187
27200/50000 [===============>..............] - ETA: 4s - loss: 0.6187
27520/50000 [===============>..............] - ETA: 4s - loss: 0.6187
27840/50000 [===============>..............] - ETA: 4s - loss: 0.6187
28160/50000 [===============>..............] - ETA: 3s - loss: 0.6187
28480/50000 [================>.............] - ETA: 3s - loss: 0.6187
28800/50000 [================>.............] - ETA: 3s - loss: 0.6187
29120/50000 [================>.............] - ETA: 3s - loss: 0.6187
29440/50000 [================>.............] - ETA: 3s - loss: 0.6187
29760/50000 [================>.............] - ETA: 3s - loss: 0.6187
30080/50000 [=================>............] - ETA: 3s - loss: 0.6187
30400/50000 [=================>............] - ETA: 3s - loss: 0.6186
30720/50000 [=================>............] - ETA: 3s - loss: 0.6187
31040/50000 [=================>............] - ETA: 3s - loss: 0.6186
31360/50000 [=================>............] - ETA: 3s - loss: 0.6186
31680/50000 [==================>...........] - ETA: 3s - loss: 0.6186
32000/50000 [==================>...........] - ETA: 3s - loss: 0.6185
32320/50000 [==================>...........] - ETA: 3s - loss: 0.6185
32640/50000 [==================>...........] - ETA: 3s - loss: 0.6185
32960/50000 [==================>...........] - ETA: 3s - loss: 0.6185
33280/50000 [==================>...........] - ETA: 3s - loss: 0.6185
33600/50000 [===================>..........] - ETA: 2s - loss: 0.6185
33920/50000 [===================>..........] - ETA: 2s - loss: 0.6184
34240/50000 [===================>..........] - ETA: 2s - loss: 0.6185
34560/50000 [===================>..........] - ETA: 2s - loss: 0.6185
34880/50000 [===================>..........] - ETA: 2s - loss: 0.6184
35200/50000 [====================>.........] - ETA: 2s - loss: 0.6184
35520/50000 [====================>.........] - ETA: 2s - loss: 0.6184
35840/50000 [====================>.........] - ETA: 2s - loss: 0.6184
36160/50000 [====================>.........] - ETA: 2s - loss: 0.6184
36480/50000 [====================>.........] - ETA: 2s - loss: 0.6184
36800/50000 [=====================>........] - ETA: 2s - loss: 0.6184
37120/50000 [=====================>........] - ETA: 2s - loss: 0.6183
37440/50000 [=====================>........] - ETA: 2s - loss: 0.6183
37760/50000 [=====================>........] - ETA: 2s - loss: 0.6183
38080/50000 [=====================>........] - ETA: 2s - loss: 0.6183
38400/50000 [======================>.......] - ETA: 2s - loss: 0.6183
38720/50000 [======================>.......] - ETA: 2s - loss: 0.6182
39040/50000 [======================>.......] - ETA: 1s - loss: 0.6183
39360/50000 [======================>.......] - ETA: 1s - loss: 0.6183
39680/50000 [======================>.......] - ETA: 1s - loss: 0.6183
40000/50000 [=======================>......] - ETA: 1s - loss: 0.6183
40320/50000 [=======================>......] - ETA: 1s - loss: 0.6183
40640/50000 [=======================>......] - ETA: 1s - loss: 0.6183
40960/50000 [=======================>......] - ETA: 1s - loss: 0.6182
41280/50000 [=======================>......] - ETA: 1s - loss: 0.6182
41536/50000 [=======================>......] - ETA: 1s - loss: 0.6183
41856/50000 [========================>.....] - ETA: 1s - loss: 0.6182
42176/50000 [========================>.....] - ETA: 1s - loss: 0.6182
42496/50000 [========================>.....] - ETA: 1s - loss: 0.6182
42816/50000 [========================>.....] - ETA: 1s - loss: 0.6182
43136/50000 [========================>.....] - ETA: 1s - loss: 0.6182
43456/50000 [=========================>....] - ETA: 1s - loss: 0.6182
43776/50000 [=========================>....] - ETA: 1s - loss: 0.6181
44096/50000 [=========================>....] - ETA: 1s - loss: 0.6181
44416/50000 [=========================>....] - ETA: 1s - loss: 0.6181
44736/50000 [=========================>....] - ETA: 0s - loss: 0.6182
45056/50000 [==========================>...] - ETA: 0s - loss: 0.6181
45312/50000 [==========================>...] - ETA: 0s - loss: 0.6181
45632/50000 [==========================>...] - ETA: 0s - loss: 0.6181
45952/50000 [==========================>...] - ETA: 0s - loss: 0.6181
46272/50000 [==========================>...] - ETA: 0s - loss: 0.6181
46592/50000 [==========================>...] - ETA: 0s - loss: 0.6181
46912/50000 [===========================>..] - ETA: 0s - loss: 0.6181
47232/50000 [===========================>..] - ETA: 0s - loss: 0.6180
47552/50000 [===========================>..] - ETA: 0s - loss: 0.6180
47872/50000 [===========================>..] - ETA: 0s - loss: 0.6180
48192/50000 [===========================>..] - ETA: 0s - loss: 0.6180
48512/50000 [============================>.] - ETA: 0s - loss: 0.6180
48832/50000 [============================>.] - ETA: 0s - loss: 0.6180
49152/50000 [============================>.] - ETA: 0s - loss: 0.6179
49472/50000 [============================>.] - ETA: 0s - loss: 0.6179
49792/50000 [============================>.] - ETA: 0s - loss: 0.6179
50000/50000 [==============================] - 10s 195us/step - loss: 0.6179 - val_loss: 0.6182
Epoch 9/50

   64/50000 [..............................] - ETA: 10s - loss: 0.6120
  384/50000 [..............................] - ETA: 9s - loss: 0.6134
  704/50000 [..............................] - ETA: 8s - loss: 0.6157
 1024/50000 [..............................] - ETA: 8s - loss: 0.6168
 1344/50000 [..............................] - ETA: 8s - loss: 0.6170
 1664/50000 [..............................] - ETA: 8s - loss: 0.6167
 1984/50000 [>.............................] - ETA: 8s - loss: 0.6167
 2304/50000 [>.............................] - ETA: 8s - loss: 0.6159
 2624/50000 [>.............................] - ETA: 8s - loss: 0.6163
 2944/50000 [>.............................] - ETA: 8s - loss: 0.6159
 3264/50000 [>.............................] - ETA: 8s - loss: 0.6158
 3584/50000 [=>............................] - ETA: 8s - loss: 0.6159
 3904/50000 [=>............................] - ETA: 8s - loss: 0.6164
 4224/50000 [=>............................] - ETA: 8s - loss: 0.6165
 4544/50000 [=>............................] - ETA: 7s - loss: 0.6167
 4864/50000 [=>............................] - ETA: 7s - loss: 0.6168
 5184/50000 [==>...........................] - ETA: 7s - loss: 0.6166
 5504/50000 [==>...........................] - ETA: 7s - loss: 0.6166
 5824/50000 [==>...........................] - ETA: 7s - loss: 0.6167
 6144/50000 [==>...........................] - ETA: 7s - loss: 0.6168
 6464/50000 [==>...........................] - ETA: 7s - loss: 0.6165
 6784/50000 [===>..........................] - ETA: 7s - loss: 0.6164
 7104/50000 [===>..........................] - ETA: 7s - loss: 0.6163
 7424/50000 [===>..........................] - ETA: 7s - loss: 0.6165
 7744/50000 [===>..........................] - ETA: 7s - loss: 0.6164
 8064/50000 [===>..........................] - ETA: 7s - loss: 0.6164
 8384/50000 [====>.........................] - ETA: 7s - loss: 0.6161
 8704/50000 [====>.........................] - ETA: 7s - loss: 0.6161
 9024/50000 [====>.........................] - ETA: 7s - loss: 0.6160
 9344/50000 [====>.........................] - ETA: 7s - loss: 0.6163
 9664/50000 [====>.........................] - ETA: 6s - loss: 0.6163
 9984/50000 [====>.........................] - ETA: 6s - loss: 0.6161
10304/50000 [=====>........................] - ETA: 6s - loss: 0.6160
10624/50000 [=====>........................] - ETA: 6s - loss: 0.6161
10944/50000 [=====>........................] - ETA: 6s - loss: 0.6159
11264/50000 [=====>........................] - ETA: 6s - loss: 0.6161
11584/50000 [=====>........................] - ETA: 6s - loss: 0.6162
11904/50000 [======>.......................] - ETA: 6s - loss: 0.6161
12224/50000 [======>.......................] - ETA: 6s - loss: 0.6160
12544/50000 [======>.......................] - ETA: 6s - loss: 0.6159
12864/50000 [======>.......................] - ETA: 6s - loss: 0.6158
13184/50000 [======>.......................] - ETA: 6s - loss: 0.6158
13504/50000 [=======>......................] - ETA: 6s - loss: 0.6159
13824/50000 [=======>......................] - ETA: 6s - loss: 0.6160
14144/50000 [=======>......................] - ETA: 6s - loss: 0.6160
14464/50000 [=======>......................] - ETA: 6s - loss: 0.6159
14784/50000 [=======>......................] - ETA: 6s - loss: 0.6158
15104/50000 [========>.....................] - ETA: 6s - loss: 0.6158
15424/50000 [========>.....................] - ETA: 6s - loss: 0.6159
15744/50000 [========>.....................] - ETA: 5s - loss: 0.6158
16064/50000 [========>.....................] - ETA: 5s - loss: 0.6158
16384/50000 [========>.....................] - ETA: 5s - loss: 0.6157
16704/50000 [=========>....................] - ETA: 5s - loss: 0.6158
17024/50000 [=========>....................] - ETA: 5s - loss: 0.6158
17344/50000 [=========>....................] - ETA: 5s - loss: 0.6158
17664/50000 [=========>....................] - ETA: 5s - loss: 0.6158
17984/50000 [=========>....................] - ETA: 5s - loss: 0.6158
18304/50000 [=========>....................] - ETA: 5s - loss: 0.6157
18624/50000 [==========>...................] - ETA: 5s - loss: 0.6158
