Using TensorFlow backend.
2018-01-30 18:48:11.773928: I C:\tf_jenkins\home\workspace\rel-win\M\windows\PY\36\tensorflow\core\platform\cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX
Reading TRAIN data...
Reading TEST data...
Train on 50000 samples, validate on 10000 samples
Epoch 1/50

21248/50000 [===========>..................] - ETA: 2s - loss: 0.1613
21760/50000 [============>.................] - ETA: 2s - loss: 0.1614
22272/50000 [============>.................] - ETA: 2s - loss: 0.1613
22784/50000 [============>.................] - ETA: 2s - loss: 0.1613
23296/50000 [============>.................] - ETA: 2s - loss: 0.1613
23808/50000 [=============>................] - ETA: 2s - loss: 0.1614
24576/50000 [=============>................] - ETA: 2s - loss: 0.1613
25088/50000 [==============>...............] - ETA: 2s - loss: 0.1612
25600/50000 [==============>...............] - ETA: 2s - loss: 0.1612
26112/50000 [==============>...............] - ETA: 2s - loss: 0.1613
26624/50000 [==============>...............] - ETA: 2s - loss: 0.1612
27392/50000 [===============>..............] - ETA: 2s - loss: 0.1611
27904/50000 [===============>..............] - ETA: 2s - loss: 0.1612
28416/50000 [================>.............] - ETA: 2s - loss: 0.1612
28928/50000 [================>.............] - ETA: 2s - loss: 0.1612
29440/50000 [================>.............] - ETA: 2s - loss: 0.1611
30208/50000 [=================>............] - ETA: 1s - loss: 0.1611
31232/50000 [=================>............] - ETA: 1s - loss: 0.1610
32256/50000 [==================>...........] - ETA: 1s - loss: 0.1609
33280/50000 [==================>...........] - ETA: 1s - loss: 0.1610
34304/50000 [===================>..........] - ETA: 1s - loss: 0.1609
34816/50000 [===================>..........] - ETA: 1s - loss: 0.1609
35328/50000 [====================>.........] - ETA: 1s - loss: 0.1609
36096/50000 [====================>.........] - ETA: 1s - loss: 0.1608
36864/50000 [=====================>........] - ETA: 1s - loss: 0.1607
37632/50000 [=====================>........] - ETA: 1s - loss: 0.1606
38400/50000 [======================>.......] - ETA: 1s - loss: 0.1607
38912/50000 [======================>.......] - ETA: 1s - loss: 0.1607
39680/50000 [======================>.......] - ETA: 0s - loss: 0.1606
40192/50000 [=======================>......] - ETA: 0s - loss: 0.1606
40960/50000 [=======================>......] - ETA: 0s - loss: 0.1606
41728/50000 [========================>.....] - ETA: 0s - loss: 0.1606
42240/50000 [========================>.....] - ETA: 0s - loss: 0.1606
42752/50000 [========================>.....] - ETA: 0s - loss: 0.1606
43520/50000 [=========================>....] - ETA: 0s - loss: 0.1606
44032/50000 [=========================>....] - ETA: 0s - loss: 0.1606
44544/50000 [=========================>....] - ETA: 0s - loss: 0.1605
45056/50000 [==========================>...] - ETA: 0s - loss: 0.1605
45568/50000 [==========================>...] - ETA: 0s - loss: 0.1605
46336/50000 [==========================>...] - ETA: 0s - loss: 0.1605
46848/50000 [===========================>..] - ETA: 0s - loss: 0.1605
47616/50000 [===========================>..] - ETA: 0s - loss: 0.1604
48384/50000 [============================>.] - ETA: 0s - loss: 0.1605
48896/50000 [============================>.] - ETA: 0s - loss: 0.1604
49408/50000 [============================>.] - ETA: 0s - loss: 0.1604
49920/50000 [============================>.] - ETA: 0s - loss: 0.1604
50000/50000 [==============================] - 5s 107us/step - loss: 0.1604 - val_loss: 0.1574
Epoch 15/50

  256/50000 [..............................] - ETA: 5s - loss: 0.1585
 1024/50000 [..............................] - ETA: 4s - loss: 0.1570
 1792/50000 [>.............................] - ETA: 4s - loss: 0.1574
 2560/50000 [>.............................] - ETA: 4s - loss: 0.1586
 3072/50000 [>.............................] - ETA: 4s - loss: 0.1586
 3840/50000 [=>............................] - ETA: 4s - loss: 0.1590
 4608/50000 [=>............................] - ETA: 4s - loss: 0.1586
 5120/50000 [==>...........................] - ETA: 4s - loss: 0.1583
 5632/50000 [==>...........................] - ETA: 4s - loss: 0.1583
 6400/50000 [==>...........................] - ETA: 4s - loss: 0.1586
 6912/50000 [===>..........................] - ETA: 4s - loss: 0.1584
 7424/50000 [===>..........................] - ETA: 4s - loss: 0.1583
 8192/50000 [===>..........................] - ETA: 4s - loss: 0.1583
 8704/50000 [====>.........................] - ETA: 4s - loss: 0.1584
 9472/50000 [====>.........................] - ETA: 3s - loss: 0.1585
 9984/50000 [====>.........................] - ETA: 3s - loss: 0.1586
10752/50000 [=====>........................] - ETA: 3s - loss: 0.1588
11264/50000 [=====>........................] - ETA: 3s - loss: 0.1588
11776/50000 [======>.......................] - ETA: 3s - loss: 0.1589
12544/50000 [======>.......................] - ETA: 3s - loss: 0.1587
13056/50000 [======>.......................] - ETA: 3s - loss: 0.1587
13568/50000 [=======>......................] - ETA: 3s - loss: 0.1586
14080/50000 [=======>......................] - ETA: 3s - loss: 0.1586
14592/50000 [=======>......................] - ETA: 3s - loss: 0.1586
15104/50000 [========>.....................] - ETA: 3s - loss: 0.1587
15616/50000 [========>.....................] - ETA: 3s - loss: 0.1587
16128/50000 [========>.....................] - ETA: 3s - loss: 0.1587
16640/50000 [========>.....................] - ETA: 3s - loss: 0.1588
17408/50000 [=========>....................] - ETA: 3s - loss: 0.1587
17920/50000 [=========>....................] - ETA: 3s - loss: 0.1588
18688/50000 [==========>...................] - ETA: 3s - loss: 0.1586
19200/50000 [==========>...................] - ETA: 3s - loss: 0.1586
19712/50000 [==========>...................] - ETA: 3s - loss: 0.1585
20480/50000 [===========>..................] - ETA: 2s - loss: 0.1585
20992/50000 [===========>..................] - ETA: 2s - loss: 0.1584
21504/50000 [===========>..................] - ETA: 2s - loss: 0.1584
22272/50000 [============>.................] - ETA: 2s - loss: 0.1584
22784/50000 [============>.................] - ETA: 2s - loss: 0.1584
23296/50000 [============>.................] - ETA: 2s - loss: 0.1583
23808/50000 [=============>................] - ETA: 2s - loss: 0.1583
24320/50000 [=============>................] - ETA: 2s - loss: 0.1583
25088/50000 [==============>...............] - ETA: 2s - loss: 0.1582
25600/50000 [==============>...............] - ETA: 2s - loss: 0.1582
26112/50000 [==============>...............] - ETA: 2s - loss: 0.1582
26624/50000 [==============>...............] - ETA: 2s - loss: 0.1582
27136/50000 [===============>..............] - ETA: 2s - loss: 0.1582
27904/50000 [===============>..............] - ETA: 2s - loss: 0.1581
28416/50000 [================>.............] - ETA: 2s - loss: 0.1581
29184/50000 [================>.............] - ETA: 2s - loss: 0.1581
29696/50000 [================>.............] - ETA: 2s - loss: 0.1581
30208/50000 [=================>............] - ETA: 1s - loss: 0.1580
30720/50000 [=================>............] - ETA: 1s - loss: 0.1580
31232/50000 [=================>............] - ETA: 1s - loss: 0.1579
31744/50000 [==================>...........] - ETA: 1s - loss: 0.1579
32256/50000 [==================>...........] - ETA: 1s - loss: 0.1579
32768/50000 [==================>...........] - ETA: 1s - loss: 0.1578
33280/50000 [==================>...........] - ETA: 1s - loss: 0.1577
34048/50000 [===================>..........] - ETA: 1s - loss: 0.1577
34816/50000 [===================>..........] - ETA: 1s - loss: 0.1577
35584/50000 [====================>.........] - ETA: 1s - loss: 0.1576
36096/50000 [====================>.........] - ETA: 1s - loss: 0.1576
36608/50000 [====================>.........] - ETA: 1s - loss: 0.1576
37376/50000 [=====================>........] - ETA: 1s - loss: 0.1576
37888/50000 [=====================>........] - ETA: 1s - loss: 0.1576
38656/50000 [======================>.......] - ETA: 1s - loss: 0.1574
39168/50000 [======================>.......] - ETA: 1s - loss: 0.1574
39680/50000 [======================>.......] - ETA: 1s - loss: 0.1574
40448/50000 [=======================>......] - ETA: 0s - loss: 0.1574
41216/50000 [=======================>......] - ETA: 0s - loss: 0.1573
41984/50000 [========================>.....] - ETA: 0s - loss: 0.1573
42752/50000 [========================>.....] - ETA: 0s - loss: 0.1573
43264/50000 [========================>.....] - ETA: 0s - loss: 0.1572
43776/50000 [=========================>....] - ETA: 0s - loss: 0.1572
44544/50000 [=========================>....] - ETA: 0s - loss: 0.1572
45056/50000 [==========================>...] - ETA: 0s - loss: 0.1572
45568/50000 [==========================>...] - ETA: 0s - loss: 0.1572
46336/50000 [==========================>...] - ETA: 0s - loss: 0.1572
47360/50000 [===========================>..] - ETA: 0s - loss: 0.1572
48384/50000 [============================>.] - ETA: 0s - loss: 0.1572
49408/50000 [============================>.] - ETA: 0s - loss: 0.1572
50000/50000 [==============================] - 5s 109us/step - loss: 0.1571 - val_loss: 0.1543
Epoch 16/50

  256/50000 [..............................] - ETA: 4s - loss: 0.1560
  768/50000 [..............................] - ETA: 5s - loss: 0.1570
 1280/50000 [..............................] - ETA: 5s - loss: 0.1548
 1792/50000 [>.............................] - ETA: 4s - loss: 0.1552
 2304/50000 [>.............................] - ETA: 4s - loss: 0.1551
 2816/50000 [>.............................] - ETA: 4s - loss: 0.1549
 3328/50000 [>.............................] - ETA: 4s - loss: 0.1548
 4096/50000 [=>............................] - ETA: 4s - loss: 0.1547
 4608/50000 [=>............................] - ETA: 4s - loss: 0.1553
 5120/50000 [==>...........................] - ETA: 4s - loss: 0.1553
 5632/50000 [==>...........................] - ETA: 4s - loss: 0.1553
 6400/50000 [==>...........................] - ETA: 4s - loss: 0.1552
 6912/50000 [===>..........................] - ETA: 4s - loss: 0.1551
 7424/50000 [===>..........................] - ETA: 4s - loss: 0.1552
 7936/50000 [===>..........................] - ETA: 4s - loss: 0.1553
 8448/50000 [====>.........................] - ETA: 4s - loss: 0.1553
 8960/50000 [====>.........................] - ETA: 4s - loss: 0.1553
 9728/50000 [====>.........................] - ETA: 4s - loss: 0.1553
10496/50000 [=====>........................] - ETA: 4s - loss: 0.1552
11264/50000 [=====>........................] - ETA: 3s - loss: 0.1551
11776/50000 [======>.......................] - ETA: 3s - loss: 0.1552
12544/50000 [======>.......................] - ETA: 3s - loss: 0.1552
13312/50000 [======>.......................] - ETA: 3s - loss: 0.1553
13824/50000 [=======>......................] - ETA: 3s - loss: 0.1553
14336/50000 [=======>......................] - ETA: 3s - loss: 0.1555
15104/50000 [========>.....................] - ETA: 3s - loss: 0.1554
15616/50000 [========>.....................] - ETA: 3s - loss: 0.1554
16384/50000 [========>.....................] - ETA: 3s - loss: 0.1553
17152/50000 [=========>....................] - ETA: 3s - loss: 0.1552
17664/50000 [=========>....................] - ETA: 3s - loss: 0.1551
18432/50000 [==========>...................] - ETA: 3s - loss: 0.1551
18944/50000 [==========>...................] - ETA: 3s - loss: 0.1551
19456/50000 [==========>...................] - ETA: 3s - loss: 0.1551
19968/50000 [==========>...................] - ETA: 3s - loss: 0.1550
20736/50000 [===========>..................] - ETA: 2s - loss: 0.1550
21248/50000 [===========>..................] - ETA: 2s - loss: 0.1550
21760/50000 [============>.................] - ETA: 2s - loss: 0.1549
22272/50000 [============>.................] - ETA: 2s - loss: 0.1549
22784/50000 [============>.................] - ETA: 2s - loss: 0.1548
23296/50000 [============>.................] - ETA: 2s - loss: 0.1549
23808/50000 [=============>................] - ETA: 2s - loss: 0.1550
24576/50000 [=============>................] - ETA: 2s - loss: 0.1549
25088/50000 [==============>...............] - ETA: 2s - loss: 0.1549
25856/50000 [==============>...............] - ETA: 2s - loss: 0.1549
26368/50000 [==============>...............] - ETA: 2s - loss: 0.1549
26880/50000 [===============>..............] - ETA: 2s - loss: 0.1549
27392/50000 [===============>..............] - ETA: 2s - loss: 0.1548
27904/50000 [===============>..............] - ETA: 2s - loss: 0.1549
28672/50000 [================>.............] - ETA: 2s - loss: 0.1549
29184/50000 [================>.............] - ETA: 2s - loss: 0.1549
29696/50000 [================>.............] - ETA: 2s - loss: 0.1549
30208/50000 [=================>............] - ETA: 2s - loss: 0.1548
30720/50000 [=================>............] - ETA: 1s - loss: 0.1548
31488/50000 [=================>............] - ETA: 1s - loss: 0.1547
32000/50000 [==================>...........] - ETA: 1s - loss: 0.1547
32512/50000 [==================>...........] - ETA: 1s - loss: 0.1547
33280/50000 [==================>...........] - ETA: 1s - loss: 0.1547
33792/50000 [===================>..........] - ETA: 1s - loss: 0.1547
34304/50000 [===================>..........] - ETA: 1s - loss: 0.1546
35072/50000 [====================>.........] - ETA: 1s - loss: 0.1546
35840/50000 [====================>.........] - ETA: 1s - loss: 0.1546
36352/50000 [====================>.........] - ETA: 1s - loss: 0.1546
36864/50000 [=====================>........] - ETA: 1s - loss: 0.1546
37376/50000 [=====================>........] - ETA: 1s - loss: 0.1546
38144/50000 [=====================>........] - ETA: 1s - loss: 0.1546
38656/50000 [======================>.......] - ETA: 1s - loss: 0.1545
39168/50000 [======================>.......] - ETA: 1s - loss: 0.1545
39680/50000 [======================>.......] - ETA: 1s - loss: 0.1545
40192/50000 [=======================>......] - ETA: 0s - loss: 0.1545
40960/50000 [=======================>......] - ETA: 0s - loss: 0.1545
41472/50000 [=======================>......] - ETA: 0s - loss: 0.1544
41984/50000 [========================>.....] - ETA: 0s - loss: 0.1544
42752/50000 [========================>.....] - ETA: 0s - loss: 0.1544
43520/50000 [=========================>....] - ETA: 0s - loss: 0.1544
44288/50000 [=========================>....] - ETA: 0s - loss: 0.1544
45056/50000 [==========================>...] - ETA: 0s - loss: 0.1544
45568/50000 [==========================>...] - ETA: 0s - loss: 0.1544
46336/50000 [==========================>...] - ETA: 0s - loss: 0.1543
47104/50000 [===========================>..] - ETA: 0s - loss: 0.1543
47616/50000 [===========================>..] - ETA: 0s - loss: 0.1543
48128/50000 [===========================>..] - ETA: 0s - loss: 0.1542
48640/50000 [============================>.] - ETA: 0s - loss: 0.1542
49408/50000 [============================>.] - ETA: 0s - loss: 0.1542
49920/50000 [============================>.] - ETA: 0s - loss: 0.1541
50000/50000 [==============================] - 6s 113us/step - loss: 0.1541 - val_loss: 0.1513
Epoch 17/50

  256/50000 [..............................] - ETA: 4s - loss: 0.1527
 1024/50000 [..............................] - ETA: 4s - loss: 0.1541
 1792/50000 [>.............................] - ETA: 4s - loss: 0.1533
 2304/50000 [>.............................] - ETA: 4s - loss: 0.1533
 3072/50000 [>.............................] - ETA: 4s - loss: 0.1532
 3840/50000 [=>............................] - ETA: 4s - loss: 0.1526
 4352/50000 [=>............................] - ETA: 4s - loss: 0.1529
 5376/50000 [==>...........................] - ETA: 4s - loss: 0.1529
 6400/50000 [==>...........................] - ETA: 3s - loss: 0.1530
 7424/50000 [===>..........................] - ETA: 3s - loss: 0.1527
 8448/50000 [====>.........................] - ETA: 3s - loss: 0.1526
 9472/50000 [====>.........................] - ETA: 3s - loss: 0.1523
 9984/50000 [====>.........................] - ETA: 3s - loss: 0.1523
10496/50000 [=====>........................] - ETA: 3s - loss: 0.1523
11264/50000 [=====>........................] - ETA: 3s - loss: 0.1522
12032/50000 [======>.......................] - ETA: 3s - loss: 0.1522
12544/50000 [======>.......................] - ETA: 3s - loss: 0.1522
13056/50000 [======>.......................] - ETA: 3s - loss: 0.1523
13824/50000 [=======>......................] - ETA: 3s - loss: 0.1525
14592/50000 [=======>......................] - ETA: 2s - loss: 0.1525
15104/50000 [========>.....................] - ETA: 2s - loss: 0.1524
15616/50000 [========>.....................] - ETA: 2s - loss: 0.1524
16384/50000 [========>.....................] - ETA: 2s - loss: 0.1524
17152/50000 [=========>....................] - ETA: 2s - loss: 0.1524
17920/50000 [=========>....................] - ETA: 2s - loss: 0.1523
18432/50000 [==========>...................] - ETA: 2s - loss: 0.1523
18944/50000 [==========>...................] - ETA: 2s - loss: 0.1524
19456/50000 [==========>...................] - ETA: 2s - loss: 0.1523
19968/50000 [==========>...................] - ETA: 2s - loss: 0.1522
20480/50000 [===========>..................] - ETA: 2s - loss: 0.1522
21248/50000 [===========>..................] - ETA: 2s - loss: 0.1522
21760/50000 [============>.................] - ETA: 2s - loss: 0.1522
22272/50000 [============>.................] - ETA: 2s - loss: 0.1522
22784/50000 [============>.................] - ETA: 2s - loss: 0.1522
23552/50000 [=============>................] - ETA: 2s - loss: 0.1521
24064/50000 [=============>................] - ETA: 2s - loss: 0.1521
24832/50000 [=============>................] - ETA: 2s - loss: 0.1521
25344/50000 [==============>...............] - ETA: 2s - loss: 0.1521
25856/50000 [==============>...............] - ETA: 2s - loss: 0.1521
26368/50000 [==============>...............] - ETA: 2s - loss: 0.1521
27136/50000 [===============>..............] - ETA: 2s - loss: 0.1520
27648/50000 [===============>..............] - ETA: 2s - loss: 0.1520
28416/50000 [================>.............] - ETA: 2s - loss: 0.1520
28928/50000 [================>.............] - ETA: 1s - loss: 0.1519
29440/50000 [================>.............] - ETA: 1s - loss: 0.1519
29952/50000 [================>.............] - ETA: 1s - loss: 0.1519
30464/50000 [=================>............] - ETA: 1s - loss: 0.1519
31232/50000 [=================>............] - ETA: 1s - loss: 0.1519
31744/50000 [==================>...........] - ETA: 1s - loss: 0.1519
32256/50000 [==================>...........] - ETA: 1s - loss: 0.1519
33024/50000 [==================>...........] - ETA: 1s - loss: 0.1519
33792/50000 [===================>..........] - ETA: 1s - loss: 0.1519
34560/50000 [===================>..........] - ETA: 1s - loss: 0.1519
35328/50000 [====================>.........] - ETA: 1s - loss: 0.1518
35840/50000 [====================>.........] - ETA: 1s - loss: 0.1518
36608/50000 [====================>.........] - ETA: 1s - loss: 0.1518
37376/50000 [=====================>........] - ETA: 1s - loss: 0.1517
38144/50000 [=====================>........] - ETA: 1s - loss: 0.1516
38656/50000 [======================>.......] - ETA: 1s - loss: 0.1516
39424/50000 [======================>.......] - ETA: 1s - loss: 0.1516
39936/50000 [======================>.......] - ETA: 0s - loss: 0.1516
40448/50000 [=======================>......] - ETA: 0s - loss: 0.1515
40960/50000 [=======================>......] - ETA: 0s - loss: 0.1516
41472/50000 [=======================>......] - ETA: 0s - loss: 0.1516
42240/50000 [========================>.....] - ETA: 0s - loss: 0.1515
42752/50000 [========================>.....] - ETA: 0s - loss: 0.1516
43264/50000 [========================>.....] - ETA: 0s - loss: 0.1516
43776/50000 [=========================>....] - ETA: 0s - loss: 0.1516
44288/50000 [=========================>....] - ETA: 0s - loss: 0.1515
45056/50000 [==========================>...] - ETA: 0s - loss: 0.1515
45824/50000 [==========================>...] - ETA: 0s - loss: 0.1514
46592/50000 [==========================>...] - ETA: 0s - loss: 0.1514
47104/50000 [===========================>..] - ETA: 0s - loss: 0.1514
47616/50000 [===========================>..] - ETA: 0s - loss: 0.1514
48128/50000 [===========================>..] - ETA: 0s - loss: 0.1513
48640/50000 [============================>.] - ETA: 0s - loss: 0.1513
49408/50000 [============================>.] - ETA: 0s - loss: 0.1513
49920/50000 [============================>.] - ETA: 0s - loss: 0.1512
50000/50000 [==============================] - 5s 107us/step - loss: 0.1512 - val_loss: 0.1485
Epoch 18/50

  256/50000 [..............................] - ETA: 5s - loss: 0.1535
 1024/50000 [..............................] - ETA: 5s - loss: 0.1520
 1792/50000 [>.............................] - ETA: 4s - loss: 0.1502
 2304/50000 [>.............................] - ETA: 4s - loss: 0.1503
 2816/50000 [>.............................] - ETA: 4s - loss: 0.1506
 3584/50000 [=>............................] - ETA: 4s - loss: 0.1500
 4352/50000 [=>............................] - ETA: 4s - loss: 0.1500
 5120/50000 [==>...........................] - ETA: 4s - loss: 0.1497
 5888/50000 [==>...........................] - ETA: 4s - loss: 0.1497
 6400/50000 [==>...........................] - ETA: 4s - loss: 0.1499
 7168/50000 [===>..........................] - ETA: 4s - loss: 0.1501
 7936/50000 [===>..........................] - ETA: 4s - loss: 0.1502
 8704/50000 [====>.........................] - ETA: 4s - loss: 0.1501
 9216/50000 [====>.........................] - ETA: 4s - loss: 0.1499
 9728/50000 [====>.........................] - ETA: 4s - loss: 0.1499
10496/50000 [=====>........................] - ETA: 3s - loss: 0.1499
11008/50000 [=====>........................] - ETA: 3s - loss: 0.1497
11776/50000 [======>.......................] - ETA: 3s - loss: 0.1497
12288/50000 [======>.......................] - ETA: 3s - loss: 0.1497
13056/50000 [======>.......................] - ETA: 3s - loss: 0.1497
13568/50000 [=======>......................] - ETA: 3s - loss: 0.1495
14336/50000 [=======>......................] - ETA: 3s - loss: 0.1495
14848/50000 [=======>......................] - ETA: 3s - loss: 0.1494
15360/50000 [========>.....................] - ETA: 3s - loss: 0.1494
16128/50000 [========>.....................] - ETA: 3s - loss: 0.1494
16896/50000 [=========>....................] - ETA: 3s - loss: 0.1494
17664/50000 [=========>....................] - ETA: 3s - loss: 0.1493
18432/50000 [==========>...................] - ETA: 3s - loss: 0.1492
18944/50000 [==========>...................] - ETA: 2s - loss: 0.1491
19456/50000 [==========>...................] - ETA: 2s - loss: 0.1492
19968/50000 [==========>...................] - ETA: 2s - loss: 0.1490
20480/50000 [===========>..................] - ETA: 2s - loss: 0.1489
21248/50000 [===========>..................] - ETA: 2s - loss: 0.1490
22016/50000 [============>.................] - ETA: 2s - loss: 0.1490
23040/50000 [============>.................] - ETA: 2s - loss: 0.1490
24064/50000 [=============>................] - ETA: 2s - loss: 0.1490
25088/50000 [==============>...............] - ETA: 2s - loss: 0.1490
26368/50000 [==============>...............] - ETA: 2s - loss: 0.1490
26880/50000 [===============>..............] - ETA: 2s - loss: 0.1490
27392/50000 [===============>..............] - ETA: 2s - loss: 0.1491
27904/50000 [===============>..............] - ETA: 2s - loss: 0.1491
28672/50000 [================>.............] - ETA: 1s - loss: 0.1491
29440/50000 [================>.............] - ETA: 1s - loss: 0.1492
30208/50000 [=================>............] - ETA: 1s - loss: 0.1491
30976/50000 [=================>............] - ETA: 1s - loss: 0.1491
31488/50000 [=================>............] - ETA: 1s - loss: 0.1491
32256/50000 [==================>...........] - ETA: 1s - loss: 0.1491
33024/50000 [==================>...........] - ETA: 1s - loss: 0.1491
33536/50000 [===================>..........] - ETA: 1s - loss: 0.1490
34048/50000 [===================>..........] - ETA: 1s - loss: 0.1490
34816/50000 [===================>..........] - ETA: 1s - loss: 0.1489
35584/50000 [====================>.........] - ETA: 1s - loss: 0.1489
36352/50000 [====================>.........] - ETA: 1s - loss: 0.1489
36864/50000 [=====================>........] - ETA: 1s - loss: 0.1489
37376/50000 [=====================>........] - ETA: 1s - loss: 0.1489
37888/50000 [=====================>........] - ETA: 1s - loss: 0.1489
38656/50000 [======================>.......] - ETA: 1s - loss: 0.1488
39424/50000 [======================>.......] - ETA: 0s - loss: 0.1488
39936/50000 [======================>.......] - ETA: 0s - loss: 0.1488
40448/50000 [=======================>......] - ETA: 0s - loss: 0.1488
40960/50000 [=======================>......] - ETA: 0s - loss: 0.1488
41472/50000 [=======================>......] - ETA: 0s - loss: 0.1488
42240/50000 [========================>.....] - ETA: 0s - loss: 0.1488
42752/50000 [========================>.....] - ETA: 0s - loss: 0.1488
43264/50000 [========================>.....] - ETA: 0s - loss: 0.1488
43776/50000 [=========================>....] - ETA: 0s - loss: 0.1487
44544/50000 [=========================>....] - ETA: 0s - loss: 0.1487
45056/50000 [==========================>...] - ETA: 0s - loss: 0.1487
45568/50000 [==========================>...] - ETA: 0s - loss: 0.1487
46336/50000 [==========================>...] - ETA: 0s - loss: 0.1487
47104/50000 [===========================>..] - ETA: 0s - loss: 0.1486
47872/50000 [===========================>..] - ETA: 0s - loss: 0.1486
48384/50000 [============================>.] - ETA: 0s - loss: 0.1485
49152/50000 [============================>.] - ETA: 0s - loss: 0.1485
49664/50000 [============================>.] - ETA: 0s - loss: 0.1485
50000/50000 [==============================] - 5s 106us/step - loss: 0.1485 - val_loss: 0.1459
Epoch 19/50

  256/50000 [..............................] - ETA: 5s - loss: 0.1433
  768/50000 [..............................] - ETA: 5s - loss: 0.1465
 1280/50000 [..............................] - ETA: 5s - loss: 0.1465
 1792/50000 [>.............................] - ETA: 4s - loss: 0.1456
 2304/50000 [>.............................] - ETA: 5s - loss: 0.1461
 2816/50000 [>.............................] - ETA: 5s - loss: 0.1462
 3584/50000 [=>............................] - ETA: 4s - loss: 0.1456
 4096/50000 [=>............................] - ETA: 4s - loss: 0.1456
 4608/50000 [=>............................] - ETA: 4s - loss: 0.1459
 5120/50000 [==>...........................] - ETA: 4s - loss: 0.1462
 5632/50000 [==>...........................] - ETA: 4s - loss: 0.1463
 6400/50000 [==>...........................] - ETA: 4s - loss: 0.1461
 6912/50000 [===>..........................] - ETA: 4s - loss: 0.1461
 7424/50000 [===>..........................] - ETA: 4s - loss: 0.1458
 7936/50000 [===>..........................] - ETA: 4s - loss: 0.1460
 8448/50000 [====>.........................] - ETA: 4s - loss: 0.1460
 8960/50000 [====>.........................] - ETA: 4s - loss: 0.1461
 9472/50000 [====>.........................] - ETA: 4s - loss: 0.1461
 9984/50000 [====>.........................] - ETA: 4s - loss: 0.1462
10496/50000 [=====>........................] - ETA: 4s - loss: 0.1462
11264/50000 [=====>........................] - ETA: 4s - loss: 0.1463
12032/50000 [======>.......................] - ETA: 3s - loss: 0.1464
12544/50000 [======>.......................] - ETA: 3s - loss: 0.1464
13312/50000 [======>.......................] - ETA: 3s - loss: 0.1465
14080/50000 [=======>......................] - ETA: 3s - loss: 0.1464
14848/50000 [=======>......................] - ETA: 3s - loss: 0.1466
15616/50000 [========>.....................] - ETA: 3s - loss: 0.1466
16128/50000 [========>.....................] - ETA: 3s - loss: 0.1467
16896/50000 [=========>....................] - ETA: 3s - loss: 0.1467
17408/50000 [=========>....................] - ETA: 3s - loss: 0.1466
18176/50000 [=========>....................] - ETA: 3s - loss: 0.1465
18688/50000 [==========>...................] - ETA: 3s - loss: 0.1465
19200/50000 [==========>...................] - ETA: 3s - loss: 0.1464
19968/50000 [==========>...................] - ETA: 3s - loss: 0.1465
20736/50000 [===========>..................] - ETA: 2s - loss: 0.1465
21248/50000 [===========>..................] - ETA: 2s - loss: 0.1465
21760/50000 [============>.................] - ETA: 2s - loss: 0.1465
22272/50000 [============>.................] - ETA: 2s - loss: 0.1465
22784/50000 [============>.................] - ETA: 2s - loss: 0.1466
23296/50000 [============>.................] - ETA: 2s - loss: 0.1465
23808/50000 [=============>................] - ETA: 2s - loss: 0.1466
24320/50000 [=============>................] - ETA: 2s - loss: 0.1466
25088/50000 [==============>...............] - ETA: 2s - loss: 0.1464
25600/50000 [==============>...............] - ETA: 2s - loss: 0.1464
26112/50000 [==============>...............] - ETA: 2s - loss: 0.1464
26624/50000 [==============>...............] - ETA: 2s - loss: 0.1464
27136/50000 [===============>..............] - ETA: 2s - loss: 0.1465
27904/50000 [===============>..............] - ETA: 2s - loss: 0.1465
28416/50000 [================>.............] - ETA: 2s - loss: 0.1465
29184/50000 [================>.............] - ETA: 2s - loss: 0.1465
29696/50000 [================>.............] - ETA: 2s - loss: 0.1465
30464/50000 [=================>............] - ETA: 1s - loss: 0.1465
30976/50000 [=================>............] - ETA: 1s - loss: 0.1465
31488/50000 [=================>............] - ETA: 1s - loss: 0.1465
32256/50000 [==================>...........] - ETA: 1s - loss: 0.1465
33024/50000 [==================>...........] - ETA: 1s - loss: 0.1465
33792/50000 [===================>..........] - ETA: 1s - loss: 0.1464
34304/50000 [===================>..........] - ETA: 1s - loss: 0.1464
35072/50000 [====================>.........] - ETA: 1s - loss: 0.1464
35840/50000 [====================>.........] - ETA: 1s - loss: 0.1463
36608/50000 [====================>.........] - ETA: 1s - loss: 0.1462
37376/50000 [=====================>........] - ETA: 1s - loss: 0.1463
37888/50000 [=====================>........] - ETA: 1s - loss: 0.1463
38400/50000 [======================>.......] - ETA: 1s - loss: 0.1462
39424/50000 [======================>.......] - ETA: 1s - loss: 0.1461
40448/50000 [=======================>......] - ETA: 0s - loss: 0.1461
41472/50000 [=======================>......] - ETA: 0s - loss: 0.1461
42496/50000 [========================>.....] - ETA: 0s - loss: 0.1460
43520/50000 [=========================>....] - ETA: 0s - loss: 0.1460
44288/50000 [=========================>....] - ETA: 0s - loss: 0.1460
44800/50000 [=========================>....] - ETA: 0s - loss: 0.1459
45568/50000 [==========================>...] - ETA: 0s - loss: 0.1459
46336/50000 [==========================>...] - ETA: 0s - loss: 0.1459
46848/50000 [===========================>..] - ETA: 0s - loss: 0.1459
47360/50000 [===========================>..] - ETA: 0s - loss: 0.1459
47872/50000 [===========================>..] - ETA: 0s - loss: 0.1458
