Using TensorFlow backend.
2018-02-04 01:39:11.458747: I C:\tf_jenkins\home\workspace\rel-win\M\windows\PY\36\tensorflow\core\platform\cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX
Train on 50000 samples, validate on 10000 samples
Epoch 1/50

37696/50000 [=====================>........] - ETA: 2s - loss: 0.6266
37952/50000 [=====================>........] - ETA: 2s - loss: 0.6266
38208/50000 [=====================>........] - ETA: 2s - loss: 0.6265
38528/50000 [======================>.......] - ETA: 2s - loss: 0.6265
38848/50000 [======================>.......] - ETA: 2s - loss: 0.6265
39168/50000 [======================>.......] - ETA: 2s - loss: 0.6265
39488/50000 [======================>.......] - ETA: 1s - loss: 0.6264
39744/50000 [======================>.......] - ETA: 1s - loss: 0.6264
40064/50000 [=======================>......] - ETA: 1s - loss: 0.6264
40384/50000 [=======================>......] - ETA: 1s - loss: 0.6264
40768/50000 [=======================>......] - ETA: 1s - loss: 0.6263
41088/50000 [=======================>......] - ETA: 1s - loss: 0.6263
41472/50000 [=======================>......] - ETA: 1s - loss: 0.6262
41792/50000 [========================>.....] - ETA: 1s - loss: 0.6262
42176/50000 [========================>.....] - ETA: 1s - loss: 0.6261
42496/50000 [========================>.....] - ETA: 1s - loss: 0.6261
42816/50000 [========================>.....] - ETA: 1s - loss: 0.6261
43072/50000 [========================>.....] - ETA: 1s - loss: 0.6261
43328/50000 [========================>.....] - ETA: 1s - loss: 0.6261
43648/50000 [=========================>....] - ETA: 1s - loss: 0.6261
43968/50000 [=========================>....] - ETA: 1s - loss: 0.6261
44288/50000 [=========================>....] - ETA: 1s - loss: 0.6261
44544/50000 [=========================>....] - ETA: 1s - loss: 0.6261
44800/50000 [=========================>....] - ETA: 0s - loss: 0.6260
45184/50000 [==========================>...] - ETA: 0s - loss: 0.6260
45568/50000 [==========================>...] - ETA: 0s - loss: 0.6259
45952/50000 [==========================>...] - ETA: 0s - loss: 0.6259
46272/50000 [==========================>...] - ETA: 0s - loss: 0.6259
46592/50000 [==========================>...] - ETA: 0s - loss: 0.6259
46848/50000 [===========================>..] - ETA: 0s - loss: 0.6259
47168/50000 [===========================>..] - ETA: 0s - loss: 0.6259
47488/50000 [===========================>..] - ETA: 0s - loss: 0.6259
47808/50000 [===========================>..] - ETA: 0s - loss: 0.6259
48192/50000 [===========================>..] - ETA: 0s - loss: 0.6258
48640/50000 [============================>.] - ETA: 0s - loss: 0.6258
48832/50000 [============================>.] - ETA: 0s - loss: 0.6258
49024/50000 [============================>.] - ETA: 0s - loss: 0.6258
49280/50000 [============================>.] - ETA: 0s - loss: 0.6258
49536/50000 [============================>.] - ETA: 0s - loss: 0.6258
49792/50000 [============================>.] - ETA: 0s - loss: 0.6257
50000/50000 [==============================] - 10s 203us/step - loss: 0.6257 - val_loss: 0.6231
Epoch 7/50

   64/50000 [..............................] - ETA: 21s - loss: 0.6096
  320/50000 [..............................] - ETA: 12s - loss: 0.6197
  640/50000 [..............................] - ETA: 10s - loss: 0.6222
  960/50000 [..............................] - ETA: 9s - loss: 0.6213
 1280/50000 [..............................] - ETA: 9s - loss: 0.6219
 1664/50000 [..............................] - ETA: 8s - loss: 0.6226
 2048/50000 [>.............................] - ETA: 8s - loss: 0.6230
 2368/50000 [>.............................] - ETA: 8s - loss: 0.6238
 2688/50000 [>.............................] - ETA: 8s - loss: 0.6234
 2944/50000 [>.............................] - ETA: 8s - loss: 0.6240
 3200/50000 [>.............................] - ETA: 8s - loss: 0.6239
 3520/50000 [=>............................] - ETA: 8s - loss: 0.6238
 3904/50000 [=>............................] - ETA: 8s - loss: 0.6239
 4224/50000 [=>............................] - ETA: 8s - loss: 0.6239
 4608/50000 [=>............................] - ETA: 8s - loss: 0.6237
 4864/50000 [=>............................] - ETA: 8s - loss: 0.6234
 5120/50000 [==>...........................] - ETA: 8s - loss: 0.6232
 5504/50000 [==>...........................] - ETA: 7s - loss: 0.6234
 5888/50000 [==>...........................] - ETA: 7s - loss: 0.6232
 6272/50000 [==>...........................] - ETA: 7s - loss: 0.6232
 6528/50000 [==>...........................] - ETA: 7s - loss: 0.6235
 6848/50000 [===>..........................] - ETA: 7s - loss: 0.6236
 7296/50000 [===>..........................] - ETA: 7s - loss: 0.6234
 7680/50000 [===>..........................] - ETA: 7s - loss: 0.6233
 8064/50000 [===>..........................] - ETA: 7s - loss: 0.6233
 8320/50000 [===>..........................] - ETA: 7s - loss: 0.6232
 8768/50000 [====>.........................] - ETA: 7s - loss: 0.6229
 9024/50000 [====>.........................] - ETA: 7s - loss: 0.6228
 9216/50000 [====>.........................] - ETA: 7s - loss: 0.6226
 9408/50000 [====>.........................] - ETA: 7s - loss: 0.6224
 9728/50000 [====>.........................] - ETA: 7s - loss: 0.6225
 9984/50000 [====>.........................] - ETA: 7s - loss: 0.6225
10240/50000 [=====>........................] - ETA: 7s - loss: 0.6224
10560/50000 [=====>........................] - ETA: 7s - loss: 0.6226
10816/50000 [=====>........................] - ETA: 7s - loss: 0.6226
11136/50000 [=====>........................] - ETA: 6s - loss: 0.6227
11392/50000 [=====>........................] - ETA: 6s - loss: 0.6226
11648/50000 [=====>........................] - ETA: 6s - loss: 0.6226
11968/50000 [======>.......................] - ETA: 6s - loss: 0.6225
12224/50000 [======>.......................] - ETA: 6s - loss: 0.6225
12544/50000 [======>.......................] - ETA: 6s - loss: 0.6224
12864/50000 [======>.......................] - ETA: 6s - loss: 0.6223
13184/50000 [======>.......................] - ETA: 6s - loss: 0.6222
13440/50000 [=======>......................] - ETA: 6s - loss: 0.6223
13760/50000 [=======>......................] - ETA: 6s - loss: 0.6222
14016/50000 [=======>......................] - ETA: 6s - loss: 0.6220
14336/50000 [=======>......................] - ETA: 6s - loss: 0.6220
14656/50000 [=======>......................] - ETA: 6s - loss: 0.6220
14976/50000 [=======>......................] - ETA: 6s - loss: 0.6219
15296/50000 [========>.....................] - ETA: 6s - loss: 0.6218
15616/50000 [========>.....................] - ETA: 6s - loss: 0.6219
15936/50000 [========>.....................] - ETA: 6s - loss: 0.6219
16320/50000 [========>.....................] - ETA: 6s - loss: 0.6218
16640/50000 [========>.....................] - ETA: 5s - loss: 0.6218
16960/50000 [=========>....................] - ETA: 5s - loss: 0.6217
17344/50000 [=========>....................] - ETA: 5s - loss: 0.6217
17728/50000 [=========>....................] - ETA: 5s - loss: 0.6217
18112/50000 [=========>....................] - ETA: 5s - loss: 0.6217
18496/50000 [==========>...................] - ETA: 5s - loss: 0.6217
18880/50000 [==========>...................] - ETA: 5s - loss: 0.6217
19200/50000 [==========>...................] - ETA: 5s - loss: 0.6216
19584/50000 [==========>...................] - ETA: 5s - loss: 0.6215
19968/50000 [==========>...................] - ETA: 5s - loss: 0.6215
20288/50000 [===========>..................] - ETA: 5s - loss: 0.6215
20544/50000 [===========>..................] - ETA: 5s - loss: 0.6214
20864/50000 [===========>..................] - ETA: 5s - loss: 0.6214
21248/50000 [===========>..................] - ETA: 5s - loss: 0.6214
21632/50000 [===========>..................] - ETA: 4s - loss: 0.6214
21952/50000 [============>.................] - ETA: 4s - loss: 0.6214
22272/50000 [============>.................] - ETA: 4s - loss: 0.6214
22656/50000 [============>.................] - ETA: 4s - loss: 0.6214
23104/50000 [============>.................] - ETA: 4s - loss: 0.6213
23488/50000 [=============>................] - ETA: 4s - loss: 0.6213
23936/50000 [=============>................] - ETA: 4s - loss: 0.6213
24128/50000 [=============>................] - ETA: 4s - loss: 0.6213
24384/50000 [=============>................] - ETA: 4s - loss: 0.6213
24640/50000 [=============>................] - ETA: 4s - loss: 0.6213
24896/50000 [=============>................] - ETA: 4s - loss: 0.6213
25152/50000 [==============>...............] - ETA: 4s - loss: 0.6213
25408/50000 [==============>...............] - ETA: 4s - loss: 0.6213
25664/50000 [==============>...............] - ETA: 4s - loss: 0.6213
25920/50000 [==============>...............] - ETA: 4s - loss: 0.6213
26240/50000 [==============>...............] - ETA: 4s - loss: 0.6212
26560/50000 [==============>...............] - ETA: 4s - loss: 0.6212
26816/50000 [===============>..............] - ETA: 4s - loss: 0.6212
27072/50000 [===============>..............] - ETA: 4s - loss: 0.6211
27328/50000 [===============>..............] - ETA: 4s - loss: 0.6211
27648/50000 [===============>..............] - ETA: 3s - loss: 0.6211
27968/50000 [===============>..............] - ETA: 3s - loss: 0.6210
28224/50000 [===============>..............] - ETA: 3s - loss: 0.6210
28544/50000 [================>.............] - ETA: 3s - loss: 0.6209
28800/50000 [================>.............] - ETA: 3s - loss: 0.6209
29056/50000 [================>.............] - ETA: 3s - loss: 0.6208
29312/50000 [================>.............] - ETA: 3s - loss: 0.6208
29632/50000 [================>.............] - ETA: 3s - loss: 0.6208
29888/50000 [================>.............] - ETA: 3s - loss: 0.6207
30144/50000 [=================>............] - ETA: 3s - loss: 0.6208
30464/50000 [=================>............] - ETA: 3s - loss: 0.6207
30784/50000 [=================>............] - ETA: 3s - loss: 0.6207
31168/50000 [=================>............] - ETA: 3s - loss: 0.6208
31488/50000 [=================>............] - ETA: 3s - loss: 0.6208
31808/50000 [==================>...........] - ETA: 3s - loss: 0.6208
32192/50000 [==================>...........] - ETA: 3s - loss: 0.6207
32576/50000 [==================>...........] - ETA: 3s - loss: 0.6207
32896/50000 [==================>...........] - ETA: 3s - loss: 0.6206
33152/50000 [==================>...........] - ETA: 3s - loss: 0.6206
33472/50000 [===================>..........] - ETA: 2s - loss: 0.6206
33856/50000 [===================>..........] - ETA: 2s - loss: 0.6205
34240/50000 [===================>..........] - ETA: 2s - loss: 0.6205
34624/50000 [===================>..........] - ETA: 2s - loss: 0.6205
35008/50000 [====================>.........] - ETA: 2s - loss: 0.6205
35392/50000 [====================>.........] - ETA: 2s - loss: 0.6206
35712/50000 [====================>.........] - ETA: 2s - loss: 0.6205
36096/50000 [====================>.........] - ETA: 2s - loss: 0.6205
36480/50000 [====================>.........] - ETA: 2s - loss: 0.6204
36800/50000 [=====================>........] - ETA: 2s - loss: 0.6204
37120/50000 [=====================>........] - ETA: 2s - loss: 0.6204
37504/50000 [=====================>........] - ETA: 2s - loss: 0.6204
37952/50000 [=====================>........] - ETA: 2s - loss: 0.6204
38336/50000 [======================>.......] - ETA: 2s - loss: 0.6204
38784/50000 [======================>.......] - ETA: 1s - loss: 0.6203
39040/50000 [======================>.......] - ETA: 1s - loss: 0.6204
39296/50000 [======================>.......] - ETA: 1s - loss: 0.6203
39552/50000 [======================>.......] - ETA: 1s - loss: 0.6203
39808/50000 [======================>.......] - ETA: 1s - loss: 0.6203
40064/50000 [=======================>......] - ETA: 1s - loss: 0.6202
40320/50000 [=======================>......] - ETA: 1s - loss: 0.6202
40576/50000 [=======================>......] - ETA: 1s - loss: 0.6203
40896/50000 [=======================>......] - ETA: 1s - loss: 0.6203
41152/50000 [=======================>......] - ETA: 1s - loss: 0.6203
41472/50000 [=======================>......] - ETA: 1s - loss: 0.6203
41792/50000 [========================>.....] - ETA: 1s - loss: 0.6203
42048/50000 [========================>.....] - ETA: 1s - loss: 0.6202
42368/50000 [========================>.....] - ETA: 1s - loss: 0.6202
42624/50000 [========================>.....] - ETA: 1s - loss: 0.6202
42944/50000 [========================>.....] - ETA: 1s - loss: 0.6202
43264/50000 [========================>.....] - ETA: 1s - loss: 0.6202
43584/50000 [=========================>....] - ETA: 1s - loss: 0.6202
43904/50000 [=========================>....] - ETA: 1s - loss: 0.6201
44224/50000 [=========================>....] - ETA: 1s - loss: 0.6201
44480/50000 [=========================>....] - ETA: 0s - loss: 0.6201
44800/50000 [=========================>....] - ETA: 0s - loss: 0.6201
45120/50000 [==========================>...] - ETA: 0s - loss: 0.6201
45440/50000 [==========================>...] - ETA: 0s - loss: 0.6201
45760/50000 [==========================>...] - ETA: 0s - loss: 0.6201
46080/50000 [==========================>...] - ETA: 0s - loss: 0.6201
46464/50000 [==========================>...] - ETA: 0s - loss: 0.6200
46848/50000 [===========================>..] - ETA: 0s - loss: 0.6201
47232/50000 [===========================>..] - ETA: 0s - loss: 0.6201
47552/50000 [===========================>..] - ETA: 0s - loss: 0.6200
47872/50000 [===========================>..] - ETA: 0s - loss: 0.6200
48192/50000 [===========================>..] - ETA: 0s - loss: 0.6200
48512/50000 [============================>.] - ETA: 0s - loss: 0.6200
48896/50000 [============================>.] - ETA: 0s - loss: 0.6199
49280/50000 [============================>.] - ETA: 0s - loss: 0.6199
49664/50000 [============================>.] - ETA: 0s - loss: 0.6199
49984/50000 [============================>.] - ETA: 0s - loss: 0.6199
50000/50000 [==============================] - 10s 194us/step - loss: 0.6199 - val_loss: 0.6172
Epoch 8/50

   64/50000 [..............................] - ETA: 17s - loss: 0.6065
  384/50000 [..............................] - ETA: 9s - loss: 0.6178
  640/50000 [..............................] - ETA: 10s - loss: 0.6160
  896/50000 [..............................] - ETA: 10s - loss: 0.6145
 1152/50000 [..............................] - ETA: 10s - loss: 0.6150
 1472/50000 [..............................] - ETA: 10s - loss: 0.6151
 1728/50000 [>.............................] - ETA: 10s - loss: 0.6150
 2048/50000 [>.............................] - ETA: 10s - loss: 0.6159
 2368/50000 [>.............................] - ETA: 9s - loss: 0.6158
 2624/50000 [>.............................] - ETA: 9s - loss: 0.6164
 2944/50000 [>.............................] - ETA: 9s - loss: 0.6171
 3264/50000 [>.............................] - ETA: 9s - loss: 0.6170
 3584/50000 [=>............................] - ETA: 9s - loss: 0.6170
 3904/50000 [=>............................] - ETA: 9s - loss: 0.6169
 4160/50000 [=>............................] - ETA: 9s - loss: 0.6168
 4480/50000 [=>............................] - ETA: 9s - loss: 0.6168
 4800/50000 [=>............................] - ETA: 8s - loss: 0.6167
 5120/50000 [==>...........................] - ETA: 8s - loss: 0.6161
 5440/50000 [==>...........................] - ETA: 8s - loss: 0.6160
 5760/50000 [==>...........................] - ETA: 8s - loss: 0.6156
 6144/50000 [==>...........................] - ETA: 8s - loss: 0.6156
 6528/50000 [==>...........................] - ETA: 8s - loss: 0.6157
 6848/50000 [===>..........................] - ETA: 8s - loss: 0.6159
 7232/50000 [===>..........................] - ETA: 8s - loss: 0.6159
 7616/50000 [===>..........................] - ETA: 7s - loss: 0.6157
 8000/50000 [===>..........................] - ETA: 7s - loss: 0.6157
 8384/50000 [====>.........................] - ETA: 7s - loss: 0.6158
 8704/50000 [====>.........................] - ETA: 7s - loss: 0.6157
 9088/50000 [====>.........................] - ETA: 7s - loss: 0.6157
 9472/50000 [====>.........................] - ETA: 7s - loss: 0.6159
 9856/50000 [====>.........................] - ETA: 7s - loss: 0.6159
10240/50000 [=====>........................] - ETA: 7s - loss: 0.6158
10560/50000 [=====>........................] - ETA: 7s - loss: 0.6159
10880/50000 [=====>........................] - ETA: 7s - loss: 0.6160
11200/50000 [=====>........................] - ETA: 6s - loss: 0.6161
11584/50000 [=====>........................] - ETA: 6s - loss: 0.6160
12032/50000 [======>.......................] - ETA: 6s - loss: 0.6160
12416/50000 [======>.......................] - ETA: 6s - loss: 0.6159
12736/50000 [======>.......................] - ETA: 6s - loss: 0.6159
12992/50000 [======>.......................] - ETA: 6s - loss: 0.6159
13376/50000 [=======>......................] - ETA: 6s - loss: 0.6160
13568/50000 [=======>......................] - ETA: 6s - loss: 0.6160
13760/50000 [=======>......................] - ETA: 6s - loss: 0.6159
14016/50000 [=======>......................] - ETA: 6s - loss: 0.6159
14208/50000 [=======>......................] - ETA: 6s - loss: 0.6159
14464/50000 [=======>......................] - ETA: 6s - loss: 0.6159
14720/50000 [=======>......................] - ETA: 6s - loss: 0.6160
14976/50000 [=======>......................] - ETA: 6s - loss: 0.6159
15296/50000 [========>.....................] - ETA: 6s - loss: 0.6159
15616/50000 [========>.....................] - ETA: 6s - loss: 0.6159
15872/50000 [========>.....................] - ETA: 6s - loss: 0.6159
16128/50000 [========>.....................] - ETA: 6s - loss: 0.6158
16448/50000 [========>.....................] - ETA: 6s - loss: 0.6157
16704/50000 [=========>....................] - ETA: 6s - loss: 0.6156
16960/50000 [=========>....................] - ETA: 6s - loss: 0.6156
17280/50000 [=========>....................] - ETA: 6s - loss: 0.6157
17536/50000 [=========>....................] - ETA: 5s - loss: 0.6157
17856/50000 [=========>....................] - ETA: 5s - loss: 0.6157
18176/50000 [=========>....................] - ETA: 5s - loss: 0.6158
18496/50000 [==========>...................] - ETA: 5s - loss: 0.6157
18752/50000 [==========>...................] - ETA: 5s - loss: 0.6157
19072/50000 [==========>...................] - ETA: 5s - loss: 0.6158
19392/50000 [==========>...................] - ETA: 5s - loss: 0.6158
19712/50000 [==========>...................] - ETA: 5s - loss: 0.6158
20032/50000 [===========>..................] - ETA: 5s - loss: 0.6158
20352/50000 [===========>..................] - ETA: 5s - loss: 0.6158
20672/50000 [===========>..................] - ETA: 5s - loss: 0.6158
21056/50000 [===========>..................] - ETA: 5s - loss: 0.6158
21440/50000 [===========>..................] - ETA: 5s - loss: 0.6157
21760/50000 [============>.................] - ETA: 5s - loss: 0.6156
22144/50000 [============>.................] - ETA: 5s - loss: 0.6156
22528/50000 [============>.................] - ETA: 5s - loss: 0.6156
22848/50000 [============>.................] - ETA: 4s - loss: 0.6156
23232/50000 [============>.................] - ETA: 4s - loss: 0.6157
23616/50000 [=============>................] - ETA: 4s - loss: 0.6156
24000/50000 [=============>................] - ETA: 4s - loss: 0.6156
24384/50000 [=============>................] - ETA: 4s - loss: 0.6156
24768/50000 [=============>................] - ETA: 4s - loss: 0.6156
25152/50000 [==============>...............] - ETA: 4s - loss: 0.6156
25536/50000 [==============>...............] - ETA: 4s - loss: 0.6156
25792/50000 [==============>...............] - ETA: 4s - loss: 0.6155
26048/50000 [==============>...............] - ETA: 4s - loss: 0.6156
26496/50000 [==============>...............] - ETA: 4s - loss: 0.6155
26880/50000 [===============>..............] - ETA: 4s - loss: 0.6155
27264/50000 [===============>..............] - ETA: 4s - loss: 0.6155
27584/50000 [===============>..............] - ETA: 3s - loss: 0.6155
28096/50000 [===============>..............] - ETA: 3s - loss: 0.6155
28672/50000 [================>.............] - ETA: 3s - loss: 0.6155
29248/50000 [================>.............] - ETA: 3s - loss: 0.6154
29824/50000 [================>.............] - ETA: 3s - loss: 0.6153
30464/50000 [=================>............] - ETA: 3s - loss: 0.6153
31040/50000 [=================>............] - ETA: 3s - loss: 0.6154
31616/50000 [=================>............] - ETA: 3s - loss: 0.6154
32192/50000 [==================>...........] - ETA: 2s - loss: 0.6154
32768/50000 [==================>...........] - ETA: 2s - loss: 0.6153
33344/50000 [===================>..........] - ETA: 2s - loss: 0.6153
33920/50000 [===================>..........] - ETA: 2s - loss: 0.6153
34496/50000 [===================>..........] - ETA: 2s - loss: 0.6153
35072/50000 [====================>.........] - ETA: 2s - loss: 0.6153
35648/50000 [====================>.........] - ETA: 2s - loss: 0.6153
36224/50000 [====================>.........] - ETA: 2s - loss: 0.6152
36800/50000 [=====================>........] - ETA: 2s - loss: 0.6152
37376/50000 [=====================>........] - ETA: 1s - loss: 0.6152
37952/50000 [=====================>........] - ETA: 1s - loss: 0.6152
38528/50000 [======================>.......] - ETA: 1s - loss: 0.6152
39104/50000 [======================>.......] - ETA: 1s - loss: 0.6151
39680/50000 [======================>.......] - ETA: 1s - loss: 0.6151
40256/50000 [=======================>......] - ETA: 1s - loss: 0.6151
40832/50000 [=======================>......] - ETA: 1s - loss: 0.6151
41408/50000 [=======================>......] - ETA: 1s - loss: 0.6151
41984/50000 [========================>.....] - ETA: 1s - loss: 0.6151
42496/50000 [========================>.....] - ETA: 1s - loss: 0.6150
43072/50000 [========================>.....] - ETA: 1s - loss: 0.6150
43648/50000 [=========================>....] - ETA: 0s - loss: 0.6150
44224/50000 [=========================>....] - ETA: 0s - loss: 0.6149
44800/50000 [=========================>....] - ETA: 0s - loss: 0.6149
45376/50000 [==========================>...] - ETA: 0s - loss: 0.6148
45952/50000 [==========================>...] - ETA: 0s - loss: 0.6148
46528/50000 [==========================>...] - ETA: 0s - loss: 0.6147
47104/50000 [===========================>..] - ETA: 0s - loss: 0.6147
47680/50000 [===========================>..] - ETA: 0s - loss: 0.6146
48256/50000 [===========================>..] - ETA: 0s - loss: 0.6146
48896/50000 [============================>.] - ETA: 0s - loss: 0.6145
49536/50000 [============================>.] - ETA: 0s - loss: 0.6145
50000/50000 [==============================] - 7s 148us/step - loss: 0.6144 - val_loss: 0.6121
Epoch 9/50

   64/50000 [..............................] - ETA: 6s - loss: 0.6206
  640/50000 [..............................] - ETA: 4s - loss: 0.6103
 1152/50000 [..............................] - ETA: 4s - loss: 0.6111
 1600/50000 [..............................] - ETA: 4s - loss: 0.6116
 2176/50000 [>.............................] - ETA: 4s - loss: 0.6124
 2752/50000 [>.............................] - ETA: 4s - loss: 0.6121
 3392/50000 [=>............................] - ETA: 4s - loss: 0.6116
 3968/50000 [=>............................] - ETA: 4s - loss: 0.6111
 4544/50000 [=>............................] - ETA: 4s - loss: 0.6119
 5120/50000 [==>...........................] - ETA: 4s - loss: 0.6115
 5760/50000 [==>...........................] - ETA: 4s - loss: 0.6117
 6336/50000 [==>...........................] - ETA: 3s - loss: 0.6112
 6912/50000 [===>..........................] - ETA: 3s - loss: 0.6112
 7488/50000 [===>..........................] - ETA: 3s - loss: 0.6110
 8128/50000 [===>..........................] - ETA: 3s - loss: 0.6111
 8768/50000 [====>.........................] - ETA: 3s - loss: 0.6111
 9280/50000 [====>.........................] - ETA: 3s - loss: 0.6111
 9792/50000 [====>.........................] - ETA: 3s - loss: 0.6109
10432/50000 [=====>........................] - ETA: 3s - loss: 0.6110
11072/50000 [=====>........................] - ETA: 3s - loss: 0.6108
11648/50000 [=====>........................] - ETA: 3s - loss: 0.6110
12288/50000 [======>.......................] - ETA: 3s - loss: 0.6111
12928/50000 [======>.......................] - ETA: 3s - loss: 0.6111
13568/50000 [=======>......................] - ETA: 3s - loss: 0.6114
14144/50000 [=======>......................] - ETA: 3s - loss: 0.6114
14784/50000 [=======>......................] - ETA: 3s - loss: 0.6113
15168/50000 [========>.....................] - ETA: 3s - loss: 0.6114
15360/50000 [========>.....................] - ETA: 3s - loss: 0.6113
15616/50000 [========>.....................] - ETA: 3s - loss: 0.6113
15872/50000 [========>.....................] - ETA: 3s - loss: 0.6114
16128/50000 [========>.....................] - ETA: 3s - loss: 0.6114
16448/50000 [========>.....................] - ETA: 3s - loss: 0.6113
16704/50000 [=========>....................] - ETA: 3s - loss: 0.6113
17024/50000 [=========>....................] - ETA: 3s - loss: 0.6112
17344/50000 [=========>....................] - ETA: 3s - loss: 0.6113
17728/50000 [=========>....................] - ETA: 3s - loss: 0.6113
18048/50000 [=========>....................] - ETA: 3s - loss: 0.6113
18304/50000 [=========>....................] - ETA: 3s - loss: 0.6113
18624/50000 [==========>...................] - ETA: 3s - loss: 0.6113
18880/50000 [==========>...................] - ETA: 3s - loss: 0.6112
19200/50000 [==========>...................] - ETA: 3s - loss: 0.6112
19520/50000 [==========>...................] - ETA: 3s - loss: 0.6114
19776/50000 [==========>...................] - ETA: 3s - loss: 0.6114
20096/50000 [===========>..................] - ETA: 3s - loss: 0.6115
20416/50000 [===========>..................] - ETA: 3s - loss: 0.6115
20672/50000 [===========>..................] - ETA: 3s - loss: 0.6114
20992/50000 [===========>..................] - ETA: 3s - loss: 0.6114
21312/50000 [===========>..................] - ETA: 3s - loss: 0.6114
21632/50000 [===========>..................] - ETA: 3s - loss: 0.6114
21952/50000 [============>.................] - ETA: 3s - loss: 0.6115
22272/50000 [============>.................] - ETA: 3s - loss: 0.6114
22592/50000 [============>.................] - ETA: 3s - loss: 0.6114
22976/50000 [============>.................] - ETA: 3s - loss: 0.6115
23296/50000 [============>.................] - ETA: 3s - loss: 0.6114
23616/50000 [=============>................] - ETA: 3s - loss: 0.6115
24000/50000 [=============>................] - ETA: 3s - loss: 0.6115
24320/50000 [=============>................] - ETA: 3s - loss: 0.6115
24640/50000 [=============>................] - ETA: 3s - loss: 0.6115
24960/50000 [=============>................] - ETA: 3s - loss: 0.6115
25280/50000 [==============>...............] - ETA: 3s - loss: 0.6115
25600/50000 [==============>...............] - ETA: 3s - loss: 0.6114
25984/50000 [==============>...............] - ETA: 3s - loss: 0.6114
26304/50000 [==============>...............] - ETA: 3s - loss: 0.6113
26688/50000 [===============>..............] - ETA: 3s - loss: 0.6114
27008/50000 [===============>..............] - ETA: 2s - loss: 0.6112
27264/50000 [===============>..............] - ETA: 2s - loss: 0.6112
27520/50000 [===============>..............] - ETA: 2s - loss: 0.6112
27904/50000 [===============>..............] - ETA: 2s - loss: 0.6112
28224/50000 [===============>..............] - ETA: 2s - loss: 0.6112
28480/50000 [================>.............] - ETA: 2s - loss: 0.6112
28800/50000 [================>.............] - ETA: 2s - loss: 0.6112
29184/50000 [================>.............] - ETA: 2s - loss: 0.6112
29568/50000 [================>.............] - ETA: 2s - loss: 0.6112
29952/50000 [================>.............] - ETA: 2s - loss: 0.6111
30208/50000 [=================>............] - ETA: 2s - loss: 0.6112
30464/50000 [=================>............] - ETA: 2s - loss: 0.6111
30656/50000 [=================>............] - ETA: 2s - loss: 0.6111
30848/50000 [=================>............] - ETA: 2s - loss: 0.6111
31104/50000 [=================>............] - ETA: 2s - loss: 0.6111
31360/50000 [=================>............] - ETA: 2s - loss: 0.6111
31680/50000 [==================>...........] - ETA: 2s - loss: 0.6111
31936/50000 [==================>...........] - ETA: 2s - loss: 0.6111
32192/50000 [==================>...........] - ETA: 2s - loss: 0.6111
32448/50000 [==================>...........] - ETA: 2s - loss: 0.6111
32704/50000 [==================>...........] - ETA: 2s - loss: 0.6110
33024/50000 [==================>...........] - ETA: 2s - loss: 0.6109
33344/50000 [===================>..........] - ETA: 2s - loss: 0.6109
33600/50000 [===================>..........] - ETA: 2s - loss: 0.6108
33856/50000 [===================>..........] - ETA: 2s - loss: 0.6108
34112/50000 [===================>..........] - ETA: 2s - loss: 0.6107
34432/50000 [===================>..........] - ETA: 2s - loss: 0.6107
34752/50000 [===================>..........] - ETA: 2s - loss: 0.6106
35008/50000 [====================>.........] - ETA: 2s - loss: 0.6107
35328/50000 [====================>.........] - ETA: 2s - loss: 0.6106
35648/50000 [====================>.........] - ETA: 2s - loss: 0.6106
35904/50000 [====================>.........] - ETA: 2s - loss: 0.6106
36224/50000 [====================>.........] - ETA: 2s - loss: 0.6106
36544/50000 [====================>.........] - ETA: 1s - loss: 0.6106
36864/50000 [=====================>........] - ETA: 1s - loss: 0.6105
37184/50000 [=====================>........] - ETA: 1s - loss: 0.6105
37568/50000 [=====================>........] - ETA: 1s - loss: 0.6105
37888/50000 [=====================>........] - ETA: 1s - loss: 0.6105
38208/50000 [=====================>........] - ETA: 1s - loss: 0.6105
38464/50000 [======================>.......] - ETA: 1s - loss: 0.6104
38720/50000 [======================>.......] - ETA: 1s - loss: 0.6104
39040/50000 [======================>.......] - ETA: 1s - loss: 0.6103
39360/50000 [======================>.......] - ETA: 1s - loss: 0.6103
39744/50000 [======================>.......] - ETA: 1s - loss: 0.6102
40128/50000 [=======================>......] - ETA: 1s - loss: 0.6102
40512/50000 [=======================>......] - ETA: 1s - loss: 0.6102
40896/50000 [=======================>......] - ETA: 1s - loss: 0.6102
41280/50000 [=======================>......] - ETA: 1s - loss: 0.6102
41600/50000 [=======================>......] - ETA: 1s - loss: 0.6102
41856/50000 [========================>.....] - ETA: 1s - loss: 0.6102
42176/50000 [========================>.....] - ETA: 1s - loss: 0.6101
42560/50000 [========================>.....] - ETA: 1s - loss: 0.6101
42944/50000 [========================>.....] - ETA: 1s - loss: 0.6102
43328/50000 [========================>.....] - ETA: 1s - loss: 0.6102
43584/50000 [=========================>....] - ETA: 0s - loss: 0.6102
43904/50000 [=========================>....] - ETA: 0s - loss: 0.6102
44352/50000 [=========================>....] - ETA: 0s - loss: 0.6102
44672/50000 [=========================>....] - ETA: 0s - loss: 0.6101
