D:\Programs\Anaconda3\python.exe D:/Workspace/PycharmProjects/vae-master-thesis/VAEsInKeras/mnist.py
Using TensorFlow backend.

Train on 55000 samples, validate on 5000 samples

Epoch 1/50
  256/55000 [..............................] - ETA: 4:02 - loss: 0.6931OMP: Info #250: KMP_AFFINITY: pid 14412 tid 10644 thread 16 bound to OS proc set 0
46080/55000 [========================>.....] - ETA: 0s - loss: 0.0085
46848/55000 [========================>.....] - ETA: 0s - loss: 0.0085
47616/55000 [========================>.....] - ETA: 0s - loss: 0.0085
48640/55000 [=========================>....] - ETA: 0s - loss: 0.0085
49408/55000 [=========================>....] - ETA: 0s - loss: 0.0085
50432/55000 [==========================>...] - ETA: 0s - loss: 0.0085
51456/55000 [===========================>..] - ETA: 0s - loss: 0.0085
51968/55000 [===========================>..] - ETA: 0s - loss: 0.0085
52992/55000 [===========================>..] - ETA: 0s - loss: 0.0085
53760/55000 [============================>.] - ETA: 0s - loss: 0.0085
54272/55000 [============================>.] - ETA: 0s - loss: 0.0085
54784/55000 [============================>.] - ETA: 0s - loss: 0.0085
55000/55000 [==============================] - 4s 69us/step - loss: 0.0085 - val_loss: 0.0085
Epoch 28/50

  256/55000 [..............................] - ETA: 3s - loss: 0.0082
 1536/55000 [..............................] - ETA: 2s - loss: 0.0085
 2304/55000 [>.............................] - ETA: 2s - loss: 0.0085
 3072/55000 [>.............................] - ETA: 3s - loss: 0.0085
 4096/55000 [=>............................] - ETA: 3s - loss: 0.0085
 5376/55000 [=>............................] - ETA: 2s - loss: 0.0085
 6144/55000 [==>...........................] - ETA: 2s - loss: 0.0085
 7168/55000 [==>...........................] - ETA: 2s - loss: 0.0085
 7936/55000 [===>..........................] - ETA: 2s - loss: 0.0085
 8960/55000 [===>..........................] - ETA: 2s - loss: 0.0085
 9984/55000 [====>.........................] - ETA: 2s - loss: 0.0085
10752/55000 [====>.........................] - ETA: 2s - loss: 0.0085
11776/55000 [=====>........................] - ETA: 2s - loss: 0.0085
12800/55000 [=====>........................] - ETA: 2s - loss: 0.0085
13824/55000 [======>.......................] - ETA: 2s - loss: 0.0085
15104/55000 [=======>......................] - ETA: 2s - loss: 0.0085
15872/55000 [=======>......................] - ETA: 2s - loss: 0.0085
16384/55000 [=======>......................] - ETA: 2s - loss: 0.0085
16896/55000 [========>.....................] - ETA: 2s - loss: 0.0085
17408/55000 [========>.....................] - ETA: 3s - loss: 0.0085
18432/55000 [=========>....................] - ETA: 2s - loss: 0.0085
19456/55000 [=========>....................] - ETA: 2s - loss: 0.0085
20224/55000 [==========>...................] - ETA: 2s - loss: 0.0085
21248/55000 [==========>...................] - ETA: 2s - loss: 0.0085
22528/55000 [===========>..................] - ETA: 2s - loss: 0.0085
23296/55000 [===========>..................] - ETA: 2s - loss: 0.0085
24576/55000 [============>.................] - ETA: 2s - loss: 0.0085
25856/55000 [=============>................] - ETA: 2s - loss: 0.0085
26368/55000 [=============>................] - ETA: 2s - loss: 0.0085
27648/55000 [==============>...............] - ETA: 1s - loss: 0.0085
28672/55000 [==============>...............] - ETA: 1s - loss: 0.0085
29696/55000 [===============>..............] - ETA: 1s - loss: 0.0085
30720/55000 [===============>..............] - ETA: 1s - loss: 0.0085
31232/55000 [================>.............] - ETA: 1s - loss: 0.0085
32000/55000 [================>.............] - ETA: 1s - loss: 0.0085
32256/55000 [================>.............] - ETA: 1s - loss: 0.0085
33280/55000 [=================>............] - ETA: 1s - loss: 0.0085
34560/55000 [=================>............] - ETA: 1s - loss: 0.0085
34816/55000 [=================>............] - ETA: 1s - loss: 0.0085
35328/55000 [==================>...........] - ETA: 1s - loss: 0.0085
36608/55000 [==================>...........] - ETA: 1s - loss: 0.0085
37376/55000 [===================>..........] - ETA: 1s - loss: 0.0085
38656/55000 [====================>.........] - ETA: 1s - loss: 0.0085
39424/55000 [====================>.........] - ETA: 1s - loss: 0.0085
40192/55000 [====================>.........] - ETA: 1s - loss: 0.0085
41472/55000 [=====================>........] - ETA: 1s - loss: 0.0085
41984/55000 [=====================>........] - ETA: 1s - loss: 0.0085
43264/55000 [======================>.......] - ETA: 0s - loss: 0.0085
44032/55000 [=======================>......] - ETA: 0s - loss: 0.0085
45312/55000 [=======================>......] - ETA: 0s - loss: 0.0085
46592/55000 [========================>.....] - ETA: 0s - loss: 0.0085
47360/55000 [========================>.....] - ETA: 0s - loss: 0.0085
48640/55000 [=========================>....] - ETA: 0s - loss: 0.0085
49920/55000 [==========================>...] - ETA: 0s - loss: 0.0085
50688/55000 [==========================>...] - ETA: 0s - loss: 0.0085
51968/55000 [===========================>..] - ETA: 0s - loss: 0.0085
53248/55000 [============================>.] - ETA: 0s - loss: 0.0085
54016/55000 [============================>.] - ETA: 0s - loss: 0.0085
55000/55000 [==============================] - 4s 75us/step - loss: 0.0085 - val_loss: 0.0085
Epoch 29/50

  256/55000 [..............................] - ETA: 8s - loss: 0.0085
 1536/55000 [..............................] - ETA: 3s - loss: 0.0085
 2816/55000 [>.............................] - ETA: 3s - loss: 0.0085
 3584/55000 [>.............................] - ETA: 3s - loss: 0.0085
 4864/55000 [=>............................] - ETA: 2s - loss: 0.0085
 5632/55000 [==>...........................] - ETA: 2s - loss: 0.0085
 6656/55000 [==>...........................] - ETA: 2s - loss: 0.0085
 7936/55000 [===>..........................] - ETA: 2s - loss: 0.0085
 9216/55000 [====>.........................] - ETA: 2s - loss: 0.0085
10496/55000 [====>.........................] - ETA: 2s - loss: 0.0085
11520/55000 [=====>........................] - ETA: 2s - loss: 0.0085
12800/55000 [=====>........................] - ETA: 2s - loss: 0.0085
13568/55000 [======>.......................] - ETA: 2s - loss: 0.0085
14848/55000 [=======>......................] - ETA: 2s - loss: 0.0085
15872/55000 [=======>......................] - ETA: 2s - loss: 0.0085
17152/55000 [========>.....................] - ETA: 2s - loss: 0.0085
18432/55000 [=========>....................] - ETA: 2s - loss: 0.0085
19200/55000 [=========>....................] - ETA: 1s - loss: 0.0085
20480/55000 [==========>...................] - ETA: 1s - loss: 0.0085
21760/55000 [==========>...................] - ETA: 1s - loss: 0.0085
23040/55000 [===========>..................] - ETA: 1s - loss: 0.0085
24320/55000 [============>.................] - ETA: 1s - loss: 0.0085
25344/55000 [============>.................] - ETA: 1s - loss: 0.0085
26624/55000 [=============>................] - ETA: 1s - loss: 0.0085
27392/55000 [=============>................] - ETA: 1s - loss: 0.0085
28672/55000 [==============>...............] - ETA: 1s - loss: 0.0085
29952/55000 [===============>..............] - ETA: 1s - loss: 0.0085
31232/55000 [================>.............] - ETA: 1s - loss: 0.0085
32512/55000 [================>.............] - ETA: 1s - loss: 0.0085
33280/55000 [=================>............] - ETA: 1s - loss: 0.0085
34560/55000 [=================>............] - ETA: 1s - loss: 0.0085
35584/55000 [==================>...........] - ETA: 1s - loss: 0.0085
36864/55000 [===================>..........] - ETA: 0s - loss: 0.0085
37888/55000 [===================>..........] - ETA: 0s - loss: 0.0085
38656/55000 [====================>.........] - ETA: 0s - loss: 0.0085
39936/55000 [====================>.........] - ETA: 0s - loss: 0.0085
41216/55000 [=====================>........] - ETA: 0s - loss: 0.0085
41984/55000 [=====================>........] - ETA: 0s - loss: 0.0085
43264/55000 [======================>.......] - ETA: 0s - loss: 0.0085
44544/55000 [=======================>......] - ETA: 0s - loss: 0.0085
45312/55000 [=======================>......] - ETA: 0s - loss: 0.0085
46592/55000 [========================>.....] - ETA: 0s - loss: 0.0085
47360/55000 [========================>.....] - ETA: 0s - loss: 0.0085
48640/55000 [=========================>....] - ETA: 0s - loss: 0.0085
49664/55000 [==========================>...] - ETA: 0s - loss: 0.0085
50176/55000 [==========================>...] - ETA: 0s - loss: 0.0085
51456/55000 [===========================>..] - ETA: 0s - loss: 0.0085
52736/55000 [===========================>..] - ETA: 0s - loss: 0.0085
53248/55000 [============================>.] - ETA: 0s - loss: 0.0085
54528/55000 [============================>.] - ETA: 0s - loss: 0.0085
55000/55000 [==============================] - 3s 56us/step - loss: 0.0085 - val_loss: 0.0085
Epoch 30/50

  256/55000 [..............................] - ETA: 10s - loss: 0.0083
 1536/55000 [..............................] - ETA: 3s - loss: 0.0085
 2816/55000 [>.............................] - ETA: 2s - loss: 0.0085
 3584/55000 [>.............................] - ETA: 3s - loss: 0.0086
 4864/55000 [=>............................] - ETA: 2s - loss: 0.0085
 6144/55000 [==>...........................] - ETA: 2s - loss: 0.0086
 6656/55000 [==>...........................] - ETA: 2s - loss: 0.0085
 7936/55000 [===>..........................] - ETA: 2s - loss: 0.0085
 9216/55000 [====>.........................] - ETA: 2s - loss: 0.0085
 9984/55000 [====>.........................] - ETA: 2s - loss: 0.0085
11264/55000 [=====>........................] - ETA: 2s - loss: 0.0085
12288/55000 [=====>........................] - ETA: 2s - loss: 0.0085
13056/55000 [======>.......................] - ETA: 2s - loss: 0.0085
13312/55000 [======>.......................] - ETA: 2s - loss: 0.0085
14080/55000 [======>.......................] - ETA: 2s - loss: 0.0085
15104/55000 [=======>......................] - ETA: 2s - loss: 0.0085
16384/55000 [=======>......................] - ETA: 2s - loss: 0.0085
17152/55000 [========>.....................] - ETA: 2s - loss: 0.0085
18432/55000 [=========>....................] - ETA: 2s - loss: 0.0085
19456/55000 [=========>....................] - ETA: 2s - loss: 0.0085
20224/55000 [==========>...................] - ETA: 2s - loss: 0.0085
21504/55000 [==========>...................] - ETA: 1s - loss: 0.0085
22528/55000 [===========>..................] - ETA: 1s - loss: 0.0085
23552/55000 [===========>..................] - ETA: 1s - loss: 0.0085
24832/55000 [============>.................] - ETA: 1s - loss: 0.0085
25344/55000 [============>.................] - ETA: 1s - loss: 0.0085
26624/55000 [=============>................] - ETA: 1s - loss: 0.0085
27648/55000 [==============>...............] - ETA: 1s - loss: 0.0085
28416/55000 [==============>...............] - ETA: 1s - loss: 0.0085
29696/55000 [===============>..............] - ETA: 1s - loss: 0.0085
30720/55000 [===============>..............] - ETA: 1s - loss: 0.0085
31488/55000 [================>.............] - ETA: 1s - loss: 0.0085
32768/55000 [================>.............] - ETA: 1s - loss: 0.0085
33536/55000 [=================>............] - ETA: 1s - loss: 0.0085
34816/55000 [=================>............] - ETA: 1s - loss: 0.0085
36096/55000 [==================>...........] - ETA: 1s - loss: 0.0085
37376/55000 [===================>..........] - ETA: 1s - loss: 0.0085
38400/55000 [===================>..........] - ETA: 0s - loss: 0.0085
39424/55000 [====================>.........] - ETA: 0s - loss: 0.0085
40704/55000 [=====================>........] - ETA: 0s - loss: 0.0085
41472/55000 [=====================>........] - ETA: 0s - loss: 0.0085
42496/55000 [======================>.......] - ETA: 0s - loss: 0.0085
43776/55000 [======================>.......] - ETA: 0s - loss: 0.0085
44800/55000 [=======================>......] - ETA: 0s - loss: 0.0085
46080/55000 [========================>.....] - ETA: 0s - loss: 0.0085
47360/55000 [========================>.....] - ETA: 0s - loss: 0.0085
48128/55000 [=========================>....] - ETA: 0s - loss: 0.0085
49408/55000 [=========================>....] - ETA: 0s - loss: 0.0085
50432/55000 [==========================>...] - ETA: 0s - loss: 0.0085
50944/55000 [==========================>...] - ETA: 0s - loss: 0.0085
52224/55000 [===========================>..] - ETA: 0s - loss: 0.0085
53504/55000 [============================>.] - ETA: 0s - loss: 0.0085
54784/55000 [============================>.] - ETA: 0s - loss: 0.0085
55000/55000 [==============================] - 3s 58us/step - loss: 0.0085 - val_loss: 0.0085
Epoch 31/50

  256/55000 [..............................] - ETA: 2s - loss: 0.0087
 1536/55000 [..............................] - ETA: 2s - loss: 0.0085
 2816/55000 [>.............................] - ETA: 2s - loss: 0.0085
 3584/55000 [>.............................] - ETA: 2s - loss: 0.0085
 4096/55000 [=>............................] - ETA: 3s - loss: 0.0085
 4864/55000 [=>............................] - ETA: 3s - loss: 0.0085
 6144/55000 [==>...........................] - ETA: 3s - loss: 0.0085
 7424/55000 [===>..........................] - ETA: 3s - loss: 0.0085
 8704/55000 [===>..........................] - ETA: 2s - loss: 0.0085
 9984/55000 [====>.........................] - ETA: 2s - loss: 0.0085
10752/55000 [====>.........................] - ETA: 2s - loss: 0.0085
12032/55000 [=====>........................] - ETA: 2s - loss: 0.0085
13056/55000 [======>.......................] - ETA: 2s - loss: 0.0085
14336/55000 [======>.......................] - ETA: 2s - loss: 0.0085
15616/55000 [=======>......................] - ETA: 2s - loss: 0.0085
16384/55000 [=======>......................] - ETA: 2s - loss: 0.0085
17664/55000 [========>.....................] - ETA: 2s - loss: 0.0085
18432/55000 [=========>....................] - ETA: 2s - loss: 0.0085
19712/55000 [=========>....................] - ETA: 2s - loss: 0.0085
20992/55000 [==========>...................] - ETA: 2s - loss: 0.0085
21248/55000 [==========>...................] - ETA: 2s - loss: 0.0085
22528/55000 [===========>..................] - ETA: 1s - loss: 0.0085
23040/55000 [===========>..................] - ETA: 1s - loss: 0.0085
24320/55000 [============>.................] - ETA: 1s - loss: 0.0085
25344/55000 [============>.................] - ETA: 1s - loss: 0.0085
25856/55000 [=============>................] - ETA: 1s - loss: 0.0085
27136/55000 [=============>................] - ETA: 1s - loss: 0.0085
28416/55000 [==============>...............] - ETA: 1s - loss: 0.0085
29696/55000 [===============>..............] - ETA: 1s - loss: 0.0085
30976/55000 [===============>..............] - ETA: 1s - loss: 0.0085
31744/55000 [================>.............] - ETA: 1s - loss: 0.0085
33024/55000 [=================>............] - ETA: 1s - loss: 0.0085
34304/55000 [=================>............] - ETA: 1s - loss: 0.0085
35840/55000 [==================>...........] - ETA: 1s - loss: 0.0085
37120/55000 [===================>..........] - ETA: 1s - loss: 0.0085
38400/55000 [===================>..........] - ETA: 0s - loss: 0.0085
39424/55000 [====================>.........] - ETA: 0s - loss: 0.0085
40448/55000 [=====================>........] - ETA: 0s - loss: 0.0085
41728/55000 [=====================>........] - ETA: 0s - loss: 0.0085
42496/55000 [======================>.......] - ETA: 0s - loss: 0.0085
43776/55000 [======================>.......] - ETA: 0s - loss: 0.0085
45056/55000 [=======================>......] - ETA: 0s - loss: 0.0085
45824/55000 [=======================>......] - ETA: 0s - loss: 0.0085
47104/55000 [========================>.....] - ETA: 0s - loss: 0.0085
48128/55000 [=========================>....] - ETA: 0s - loss: 0.0085
48896/55000 [=========================>....] - ETA: 0s - loss: 0.0085
50176/55000 [==========================>...] - ETA: 0s - loss: 0.0085
51456/55000 [===========================>..] - ETA: 0s - loss: 0.0085
52736/55000 [===========================>..] - ETA: 0s - loss: 0.0085
52992/55000 [===========================>..] - ETA: 0s - loss: 0.0085
54272/55000 [============================>.] - ETA: 0s - loss: 0.0085
55000/55000 [==============================] - 3s 60us/step - loss: 0.0085 - val_loss: 0.0085
Epoch 32/50

  256/55000 [..............................] - ETA: 8s - loss: 0.0086
 1536/55000 [..............................] - ETA: 3s - loss: 0.0085
 2816/55000 [>.............................] - ETA: 2s - loss: 0.0085
 3328/55000 [>.............................] - ETA: 3s - loss: 0.0085
 4096/55000 [=>............................] - ETA: 3s - loss: 0.0085
 5120/55000 [=>............................] - ETA: 3s - loss: 0.0085
 5632/55000 [==>...........................] - ETA: 3s - loss: 0.0085
 6912/55000 [==>...........................] - ETA: 3s - loss: 0.0085
 7936/55000 [===>..........................] - ETA: 3s - loss: 0.0085
 8448/55000 [===>..........................] - ETA: 3s - loss: 0.0085
 9728/55000 [====>.........................] - ETA: 3s - loss: 0.0085
10496/55000 [====>.........................] - ETA: 3s - loss: 0.0085
11264/55000 [=====>........................] - ETA: 3s - loss: 0.0085
12032/55000 [=====>........................] - ETA: 3s - loss: 0.0085
12800/55000 [=====>........................] - ETA: 3s - loss: 0.0085
13824/55000 [======>.......................] - ETA: 2s - loss: 0.0085
14592/55000 [======>.......................] - ETA: 2s - loss: 0.0085
15616/55000 [=======>......................] - ETA: 2s - loss: 0.0085
16640/55000 [========>.....................] - ETA: 2s - loss: 0.0085
17408/55000 [========>.....................] - ETA: 2s - loss: 0.0085
18432/55000 [=========>....................] - ETA: 2s - loss: 0.0085
19712/55000 [=========>....................] - ETA: 2s - loss: 0.0085
20480/55000 [==========>...................] - ETA: 2s - loss: 0.0085
21248/55000 [==========>...................] - ETA: 2s - loss: 0.0085
22272/55000 [===========>..................] - ETA: 2s - loss: 0.0085
22784/55000 [===========>..................] - ETA: 2s - loss: 0.0085
23808/55000 [===========>..................] - ETA: 2s - loss: 0.0085
24576/55000 [============>.................] - ETA: 2s - loss: 0.0085
25344/55000 [============>.................] - ETA: 2s - loss: 0.0085
26368/55000 [=============>................] - ETA: 1s - loss: 0.0085
26880/55000 [=============>................] - ETA: 1s - loss: 0.0085
27904/55000 [==============>...............] - ETA: 1s - loss: 0.0085
28672/55000 [==============>...............] - ETA: 1s - loss: 0.0085
29440/55000 [===============>..............] - ETA: 1s - loss: 0.0085
30464/55000 [===============>..............] - ETA: 1s - loss: 0.0085
31488/55000 [================>.............] - ETA: 1s - loss: 0.0085
32512/55000 [================>.............] - ETA: 1s - loss: 0.0085
33792/55000 [=================>............] - ETA: 1s - loss: 0.0085
34304/55000 [=================>............] - ETA: 1s - loss: 0.0085
35584/55000 [==================>...........] - ETA: 1s - loss: 0.0085
36864/55000 [===================>..........] - ETA: 1s - loss: 0.0085
37888/55000 [===================>..........] - ETA: 1s - loss: 0.0085
39168/55000 [====================>.........] - ETA: 1s - loss: 0.0085
40448/55000 [=====================>........] - ETA: 0s - loss: 0.0085
41216/55000 [=====================>........] - ETA: 0s - loss: 0.0085
41984/55000 [=====================>........] - ETA: 0s - loss: 0.0085
42752/55000 [======================>.......] - ETA: 0s - loss: 0.0085
43776/55000 [======================>.......] - ETA: 0s - loss: 0.0085
45056/55000 [=======================>......] - ETA: 0s - loss: 0.0085
46080/55000 [========================>.....] - ETA: 0s - loss: 0.0085
47104/55000 [========================>.....] - ETA: 0s - loss: 0.0085
47616/55000 [========================>.....] - ETA: 0s - loss: 0.0085
48896/55000 [=========================>....] - ETA: 0s - loss: 0.0085
49920/55000 [==========================>...] - ETA: 0s - loss: 0.0085
50944/55000 [==========================>...] - ETA: 0s - loss: 0.0085
51200/55000 [==========================>...] - ETA: 0s - loss: 0.0085
51712/55000 [===========================>..] - ETA: 0s - loss: 0.0085
52992/55000 [===========================>..] - ETA: 0s - loss: 0.0085
54272/55000 [============================>.] - ETA: 0s - loss: 0.0085
54784/55000 [============================>.] - ETA: 0s - loss: 0.0085
55000/55000 [==============================] - 4s 72us/step - loss: 0.0085 - val_loss: 0.0085
Epoch 33/50

  256/55000 [..............................] - ETA: 2s - loss: 0.0085
 1536/55000 [..............................] - ETA: 2s - loss: 0.0084
 2560/55000 [>.............................] - ETA: 2s - loss: 0.0085
 3840/55000 [=>............................] - ETA: 2s - loss: 0.0084
 5120/55000 [=>............................] - ETA: 2s - loss: 0.0085
 5888/55000 [==>...........................] - ETA: 2s - loss: 0.0085
 6656/55000 [==>...........................] - ETA: 2s - loss: 0.0085
 7936/55000 [===>..........................] - ETA: 2s - loss: 0.0085
 8704/55000 [===>..........................] - ETA: 2s - loss: 0.0085
 9984/55000 [====>.........................] - ETA: 2s - loss: 0.0085
11264/55000 [=====>........................] - ETA: 2s - loss: 0.0085
11776/55000 [=====>........................] - ETA: 2s - loss: 0.0085
13056/55000 [======>.......................] - ETA: 2s - loss: 0.0085
14080/55000 [======>.......................] - ETA: 2s - loss: 0.0085
15104/55000 [=======>......................] - ETA: 2s - loss: 0.0085
16128/55000 [=======>......................] - ETA: 2s - loss: 0.0085
16896/55000 [========>.....................] - ETA: 2s - loss: 0.0085
18176/55000 [========>.....................] - ETA: 2s - loss: 0.0085
18944/55000 [=========>....................] - ETA: 2s - loss: 0.0085
20224/55000 [==========>...................] - ETA: 2s - loss: 0.0085
21248/55000 [==========>...................] - ETA: 1s - loss: 0.0085
22016/55000 [===========>..................] - ETA: 1s - loss: 0.0085
23296/55000 [===========>..................] - ETA: 1s - loss: 0.0085
24576/55000 [============>.................] - ETA: 1s - loss: 0.0085
25344/55000 [============>.................] - ETA: 1s - loss: 0.0085
26624/55000 [=============>................] - ETA: 1s - loss: 0.0085
27648/55000 [==============>...............] - ETA: 1s - loss: 0.0085
28672/55000 [==============>...............] - ETA: 1s - loss: 0.0085
29952/55000 [===============>..............] - ETA: 1s - loss: 0.0085
30976/55000 [===============>..............] - ETA: 1s - loss: 0.0085
32256/55000 [================>.............] - ETA: 1s - loss: 0.0085
33536/55000 [=================>............] - ETA: 1s - loss: 0.0085
34304/55000 [=================>............] - ETA: 1s - loss: 0.0085
35584/55000 [==================>...........] - ETA: 1s - loss: 0.0085
36608/55000 [==================>...........] - ETA: 1s - loss: 0.0085
37120/55000 [===================>..........] - ETA: 1s - loss: 0.0085
38144/55000 [===================>..........] - ETA: 0s - loss: 0.0085
39168/55000 [====================>.........] - ETA: 0s - loss: 0.0085
39680/55000 [====================>.........] - ETA: 0s - loss: 0.0085
40448/55000 [=====================>........] - ETA: 0s - loss: 0.0085
41216/55000 [=====================>........] - ETA: 0s - loss: 0.0085
41728/55000 [=====================>........] - ETA: 0s - loss: 0.0085
42752/55000 [======================>.......] - ETA: 0s - loss: 0.0085
43520/55000 [======================>.......] - ETA: 0s - loss: 0.0085
44544/55000 [=======================>......] - ETA: 0s - loss: 0.0085
45312/55000 [=======================>......] - ETA: 0s - loss: 0.0085
46080/55000 [========================>.....] - ETA: 0s - loss: 0.0085
47104/55000 [========================>.....] - ETA: 0s - loss: 0.0085
48384/55000 [=========================>....] - ETA: 0s - loss: 0.0085
49664/55000 [==========================>...] - ETA: 0s - loss: 0.0085
50688/55000 [==========================>...] - ETA: 0s - loss: 0.0085
51712/55000 [===========================>..] - ETA: 0s - loss: 0.0085
52992/55000 [===========================>..] - ETA: 0s - loss: 0.0085
54016/55000 [============================>.] - ETA: 0s - loss: 0.0085
54528/55000 [============================>.] - ETA: 0s - loss: 0.0085
55000/55000 [==============================] - 3s 62us/step - loss: 0.0085 - val_loss: 0.0085
Epoch 34/50

  256/55000 [..............................] - ETA: 2s - loss: 0.0088
 1536/55000 [..............................] - ETA: 2s - loss: 0.0086
 2816/55000 [>.............................] - ETA: 2s - loss: 0.0086
 3584/55000 [>.............................] - ETA: 2s - loss: 0.0086
 4864/55000 [=>............................] - ETA: 2s - loss: 0.0086
 6144/55000 [==>...........................] - ETA: 2s - loss: 0.0086
 7424/55000 [===>..........................] - ETA: 2s - loss: 0.0086
 8704/55000 [===>..........................] - ETA: 2s - loss: 0.0085
 9472/55000 [====>.........................] - ETA: 2s - loss: 0.0085
10752/55000 [====>.........................] - ETA: 2s - loss: 0.0085
12032/55000 [=====>........................] - ETA: 2s - loss: 0.0085
12800/55000 [=====>........................] - ETA: 2s - loss: 0.0085
14080/55000 [======>.......................] - ETA: 2s - loss: 0.0085
14592/55000 [======>.......................] - ETA: 2s - loss: 0.0085
15616/55000 [=======>......................] - ETA: 2s - loss: 0.0085
16896/55000 [========>.....................] - ETA: 2s - loss: 0.0085
17920/55000 [========>.....................] - ETA: 2s - loss: 0.0085
18944/55000 [=========>....................] - ETA: 1s - loss: 0.0085
19968/55000 [=========>....................] - ETA: 1s - loss: 0.0085
20480/55000 [==========>...................] - ETA: 1s - loss: 0.0085
21504/55000 [==========>...................] - ETA: 1s - loss: 0.0085
22784/55000 [===========>..................] - ETA: 1s - loss: 0.0085
23296/55000 [===========>..................] - ETA: 1s - loss: 0.0085
24576/55000 [============>.................] - ETA: 1s - loss: 0.0085
25856/55000 [=============>................] - ETA: 1s - loss: 0.0085
26880/55000 [=============>................] - ETA: 1s - loss: 0.0085
27904/55000 [==============>...............] - ETA: 1s - loss: 0.0085
28928/55000 [==============>...............] - ETA: 1s - loss: 0.0085
29952/55000 [===============>..............] - ETA: 1s - loss: 0.0085
31232/55000 [================>.............] - ETA: 1s - loss: 0.0085
32256/55000 [================>.............] - ETA: 1s - loss: 0.0085
33536/55000 [=================>............] - ETA: 1s - loss: 0.0085
34816/55000 [=================>............] - ETA: 1s - loss: 0.0085
35584/55000 [==================>...........] - ETA: 1s - loss: 0.0085
36864/55000 [===================>..........] - ETA: 0s - loss: 0.0085
38144/55000 [===================>..........] - ETA: 0s - loss: 0.0085
38912/55000 [====================>.........] - ETA: 0s - loss: 0.0085
40192/55000 [====================>.........] - ETA: 0s - loss: 0.0085
40960/55000 [=====================>........] - ETA: 0s - loss: 0.0085
41984/55000 [=====================>........] - ETA: 0s - loss: 0.0085
43264/55000 [======================>.......] - ETA: 0s - loss: 0.0085
43776/55000 [======================>.......] - ETA: 0s - loss: 0.0085
45056/55000 [=======================>......] - ETA: 0s - loss: 0.0085
46336/55000 [========================>.....] - ETA: 0s - loss: 0.0085
47104/55000 [========================>.....] - ETA: 0s - loss: 0.0085
48384/55000 [=========================>....] - ETA: 0s - loss: 0.0085
49664/55000 [==========================>...] - ETA: 0s - loss: 0.0085
50432/55000 [==========================>...] - ETA: 0s - loss: 0.0085
51712/55000 [===========================>..] - ETA: 0s - loss: 0.0085
52736/55000 [===========================>..] - ETA: 0s - loss: 0.0085
53504/55000 [============================>.] - ETA: 0s - loss: 0.0085
54016/55000 [============================>.] - ETA: 0s - loss: 0.0085
54784/55000 [============================>.] - ETA: 0s - loss: 0.0085
55000/55000 [==============================] - 3s 59us/step - loss: 0.0085 - val_loss: 0.0085
Epoch 35/50

  256/55000 [..............................] - ETA: 3s - loss: 0.0085
 1536/55000 [..............................] - ETA: 2s - loss: 0.0085
 2560/55000 [>.............................] - ETA: 2s - loss: 0.0085
 3328/55000 [>.............................] - ETA: 2s - loss: 0.0085
 4608/55000 [=>............................] - ETA: 2s - loss: 0.0085
 5632/55000 [==>...........................] - ETA: 2s - loss: 0.0085
 6400/55000 [==>...........................] - ETA: 2s - loss: 0.0085
 7168/55000 [==>...........................] - ETA: 2s - loss: 0.0085
 7936/55000 [===>..........................] - ETA: 2s - loss: 0.0085
 9216/55000 [====>.........................] - ETA: 2s - loss: 0.0085
10240/55000 [====>.........................] - ETA: 2s - loss: 0.0085
11264/55000 [=====>........................] - ETA: 2s - loss: 0.0085
12288/55000 [=====>........................] - ETA: 2s - loss: 0.0085
13056/55000 [======>.......................] - ETA: 2s - loss: 0.0085
13824/55000 [======>.......................] - ETA: 2s - loss: 0.0085
14848/55000 [=======>......................] - ETA: 2s - loss: 0.0085
15360/55000 [=======>......................] - ETA: 2s - loss: 0.0085
16128/55000 [=======>......................] - ETA: 2s - loss: 0.0085
17152/55000 [========>.....................] - ETA: 2s - loss: 0.0085
17664/55000 [========>.....................] - ETA: 2s - loss: 0.0085
18432/55000 [=========>....................] - ETA: 2s - loss: 0.0085
19456/55000 [=========>....................] - ETA: 2s - loss: 0.0085
20224/55000 [==========>...................] - ETA: 2s - loss: 0.0085
21504/55000 [==========>...................] - ETA: 2s - loss: 0.0085
22784/55000 [===========>..................] - ETA: 1s - loss: 0.0085
23296/55000 [===========>..................] - ETA: 1s - loss: 0.0085
24576/55000 [============>.................] - ETA: 1s - loss: 0.0085
25344/55000 [============>.................] - ETA: 1s - loss: 0.0085
26368/55000 [=============>................] - ETA: 1s - loss: 0.0085
27648/55000 [==============>...............] - ETA: 1s - loss: 0.0085
28160/55000 [==============>...............] - ETA: 1s - loss: 0.0085
29440/55000 [===============>..............] - ETA: 1s - loss: 0.0085
30720/55000 [===============>..............] - ETA: 1s - loss: 0.0085
31744/55000 [================>.............] - ETA: 1s - loss: 0.0085
33024/55000 [=================>............] - ETA: 1s - loss: 0.0085
34048/55000 [=================>............] - ETA: 1s - loss: 0.0085
34816/55000 [=================>............] - ETA: 1s - loss: 0.0085
36096/55000 [==================>...........] - ETA: 1s - loss: 0.0085
37376/55000 [===================>..........] - ETA: 1s - loss: 0.0085
38400/55000 [===================>..........] - ETA: 0s - loss: 0.0085
39680/55000 [====================>.........] - ETA: 0s - loss: 0.0085
40704/55000 [=====================>........] - ETA: 0s - loss: 0.0085
