D:\Programs\Anaconda3\python.exe D:/Workspace/PycharmProjects/vae-master-thesis/VAEsInKeras/mnist.py
Using TensorFlow backend.

Train on 55000 samples, validate on 5000 samples

Epoch 1/50
  256/55000 [..............................] - ETA: 4:02 - loss: 0.6931OMP: Info #250: KMP_AFFINITY: pid 14412 tid 10644 thread 16 bound to OS proc set 0
55000/55000 [==============================] - 3s 48us/step - loss: 0.0087 - val_loss: 0.0087
Epoch 15/50

  256/55000 [..............................] - ETA: 2s - loss: 0.0082
 1536/55000 [..............................] - ETA: 2s - loss: 0.0086
 3072/55000 [>.............................] - ETA: 2s - loss: 0.0087
 4096/55000 [=>............................] - ETA: 2s - loss: 0.0086
 5632/55000 [==>...........................] - ETA: 2s - loss: 0.0087
 6912/55000 [==>...........................] - ETA: 2s - loss: 0.0087
 8448/55000 [===>..........................] - ETA: 2s - loss: 0.0087
 9728/55000 [====>.........................] - ETA: 2s - loss: 0.0087
11008/55000 [=====>........................] - ETA: 2s - loss: 0.0087
12288/55000 [=====>........................] - ETA: 2s - loss: 0.0087
13568/55000 [======>.......................] - ETA: 1s - loss: 0.0087
14848/55000 [=======>......................] - ETA: 1s - loss: 0.0087
15616/55000 [=======>......................] - ETA: 1s - loss: 0.0087
16896/55000 [========>.....................] - ETA: 1s - loss: 0.0087
18176/55000 [========>.....................] - ETA: 1s - loss: 0.0087
19712/55000 [=========>....................] - ETA: 1s - loss: 0.0087
20736/55000 [==========>...................] - ETA: 1s - loss: 0.0087
22272/55000 [===========>..................] - ETA: 1s - loss: 0.0087
23296/55000 [===========>..................] - ETA: 1s - loss: 0.0087
24320/55000 [============>.................] - ETA: 1s - loss: 0.0087
25856/55000 [=============>................] - ETA: 1s - loss: 0.0087
26880/55000 [=============>................] - ETA: 1s - loss: 0.0087
28160/55000 [==============>...............] - ETA: 1s - loss: 0.0087
29440/55000 [===============>..............] - ETA: 1s - loss: 0.0087
30720/55000 [===============>..............] - ETA: 1s - loss: 0.0087
32000/55000 [================>.............] - ETA: 1s - loss: 0.0087
33280/55000 [=================>............] - ETA: 1s - loss: 0.0087
34304/55000 [=================>............] - ETA: 1s - loss: 0.0087
35840/55000 [==================>...........] - ETA: 0s - loss: 0.0087
36352/55000 [==================>...........] - ETA: 0s - loss: 0.0087
37632/55000 [===================>..........] - ETA: 0s - loss: 0.0087
38656/55000 [====================>.........] - ETA: 0s - loss: 0.0087
39936/55000 [====================>.........] - ETA: 0s - loss: 0.0087
40960/55000 [=====================>........] - ETA: 0s - loss: 0.0087
41984/55000 [=====================>........] - ETA: 0s - loss: 0.0087
42496/55000 [======================>.......] - ETA: 0s - loss: 0.0087
43776/55000 [======================>.......] - ETA: 0s - loss: 0.0087
44800/55000 [=======================>......] - ETA: 0s - loss: 0.0087
46080/55000 [========================>.....] - ETA: 0s - loss: 0.0087
47360/55000 [========================>.....] - ETA: 0s - loss: 0.0087
48384/55000 [=========================>....] - ETA: 0s - loss: 0.0087
49408/55000 [=========================>....] - ETA: 0s - loss: 0.0087
50944/55000 [==========================>...] - ETA: 0s - loss: 0.0087
52224/55000 [===========================>..] - ETA: 0s - loss: 0.0087
53504/55000 [============================>.] - ETA: 0s - loss: 0.0087
54784/55000 [============================>.] - ETA: 0s - loss: 0.0087
55000/55000 [==============================] - 3s 51us/step - loss: 0.0087 - val_loss: 0.0087
Epoch 16/50

  256/55000 [..............................] - ETA: 7s - loss: 0.0086
 1536/55000 [..............................] - ETA: 3s - loss: 0.0086
 2816/55000 [>.............................] - ETA: 2s - loss: 0.0086
 3584/55000 [>.............................] - ETA: 2s - loss: 0.0087
 4864/55000 [=>............................] - ETA: 2s - loss: 0.0087
 6144/55000 [==>...........................] - ETA: 2s - loss: 0.0087
 6912/55000 [==>...........................] - ETA: 2s - loss: 0.0087
 8192/55000 [===>..........................] - ETA: 2s - loss: 0.0087
 9472/55000 [====>.........................] - ETA: 2s - loss: 0.0087
10496/55000 [====>.........................] - ETA: 2s - loss: 0.0087
11776/55000 [=====>........................] - ETA: 2s - loss: 0.0087
12544/55000 [=====>........................] - ETA: 2s - loss: 0.0087
13824/55000 [======>.......................] - ETA: 2s - loss: 0.0087
14848/55000 [=======>......................] - ETA: 2s - loss: 0.0087
15616/55000 [=======>......................] - ETA: 2s - loss: 0.0087
17152/55000 [========>.....................] - ETA: 1s - loss: 0.0087
18176/55000 [========>.....................] - ETA: 1s - loss: 0.0087
19456/55000 [=========>....................] - ETA: 1s - loss: 0.0087
20992/55000 [==========>...................] - ETA: 1s - loss: 0.0087
21760/55000 [==========>...................] - ETA: 1s - loss: 0.0087
22528/55000 [===========>..................] - ETA: 1s - loss: 0.0087
23552/55000 [===========>..................] - ETA: 1s - loss: 0.0087
24320/55000 [============>.................] - ETA: 1s - loss: 0.0087
25600/55000 [============>.................] - ETA: 1s - loss: 0.0087
26368/55000 [=============>................] - ETA: 1s - loss: 0.0087
27648/55000 [==============>...............] - ETA: 1s - loss: 0.0087
28672/55000 [==============>...............] - ETA: 1s - loss: 0.0087
29952/55000 [===============>..............] - ETA: 1s - loss: 0.0087
31232/55000 [================>.............] - ETA: 1s - loss: 0.0087
32256/55000 [================>.............] - ETA: 1s - loss: 0.0087
33280/55000 [=================>............] - ETA: 1s - loss: 0.0087
34560/55000 [=================>............] - ETA: 1s - loss: 0.0087
35584/55000 [==================>...........] - ETA: 1s - loss: 0.0087
36864/55000 [===================>..........] - ETA: 0s - loss: 0.0087
38400/55000 [===================>..........] - ETA: 0s - loss: 0.0087
39424/55000 [====================>.........] - ETA: 0s - loss: 0.0087
40704/55000 [=====================>........] - ETA: 0s - loss: 0.0087
41984/55000 [=====================>........] - ETA: 0s - loss: 0.0087
42752/55000 [======================>.......] - ETA: 0s - loss: 0.0087
44032/55000 [=======================>......] - ETA: 0s - loss: 0.0087
45312/55000 [=======================>......] - ETA: 0s - loss: 0.0087
46080/55000 [========================>.....] - ETA: 0s - loss: 0.0087
47616/55000 [========================>.....] - ETA: 0s - loss: 0.0087
48384/55000 [=========================>....] - ETA: 0s - loss: 0.0087
49664/55000 [==========================>...] - ETA: 0s - loss: 0.0087
51200/55000 [==========================>...] - ETA: 0s - loss: 0.0087
51712/55000 [===========================>..] - ETA: 0s - loss: 0.0087
52480/55000 [===========================>..] - ETA: 0s - loss: 0.0087
53504/55000 [============================>.] - ETA: 0s - loss: 0.0087
55000/55000 [==============================] - 3s 54us/step - loss: 0.0087 - val_loss: 0.0086
Epoch 17/50

  256/55000 [..............................] - ETA: 2s - loss: 0.0086
 1792/55000 [..............................] - ETA: 2s - loss: 0.0087
 3328/55000 [>.............................] - ETA: 2s - loss: 0.0087
 4608/55000 [=>............................] - ETA: 2s - loss: 0.0087
 6144/55000 [==>...........................] - ETA: 1s - loss: 0.0087
 7680/55000 [===>..........................] - ETA: 1s - loss: 0.0086
 9216/55000 [====>.........................] - ETA: 1s - loss: 0.0086
10752/55000 [====>.........................] - ETA: 1s - loss: 0.0086
12288/55000 [=====>........................] - ETA: 1s - loss: 0.0086
13824/55000 [======>.......................] - ETA: 1s - loss: 0.0086
15360/55000 [=======>......................] - ETA: 1s - loss: 0.0086
16896/55000 [========>.....................] - ETA: 1s - loss: 0.0086
17920/55000 [========>.....................] - ETA: 1s - loss: 0.0086
19456/55000 [=========>....................] - ETA: 1s - loss: 0.0086
20992/55000 [==========>...................] - ETA: 1s - loss: 0.0086
22528/55000 [===========>..................] - ETA: 1s - loss: 0.0086
24064/55000 [============>.................] - ETA: 1s - loss: 0.0086
25600/55000 [============>.................] - ETA: 1s - loss: 0.0086
27136/55000 [=============>................] - ETA: 1s - loss: 0.0086
28672/55000 [==============>...............] - ETA: 1s - loss: 0.0086
30208/55000 [===============>..............] - ETA: 0s - loss: 0.0086
31744/55000 [================>.............] - ETA: 0s - loss: 0.0086
33280/55000 [=================>............] - ETA: 0s - loss: 0.0086
34816/55000 [=================>............] - ETA: 0s - loss: 0.0086
36352/55000 [==================>...........] - ETA: 0s - loss: 0.0086
37888/55000 [===================>..........] - ETA: 0s - loss: 0.0086
38656/55000 [====================>.........] - ETA: 0s - loss: 0.0086
39680/55000 [====================>.........] - ETA: 0s - loss: 0.0086
40960/55000 [=====================>........] - ETA: 0s - loss: 0.0086
42496/55000 [======================>.......] - ETA: 0s - loss: 0.0086
44032/55000 [=======================>......] - ETA: 0s - loss: 0.0086
45312/55000 [=======================>......] - ETA: 0s - loss: 0.0086
46848/55000 [========================>.....] - ETA: 0s - loss: 0.0086
48384/55000 [=========================>....] - ETA: 0s - loss: 0.0086
49920/55000 [==========================>...] - ETA: 0s - loss: 0.0086
51456/55000 [===========================>..] - ETA: 0s - loss: 0.0086
52992/55000 [===========================>..] - ETA: 0s - loss: 0.0086
54272/55000 [============================>.] - ETA: 0s - loss: 0.0086
55000/55000 [==============================] - 2s 42us/step - loss: 0.0086 - val_loss: 0.0086
Epoch 18/50

  256/55000 [..............................] - ETA: 2s - loss: 0.0089
 1536/55000 [..............................] - ETA: 2s - loss: 0.0087
 2816/55000 [>.............................] - ETA: 2s - loss: 0.0087
 3584/55000 [>.............................] - ETA: 3s - loss: 0.0087
 4096/55000 [=>............................] - ETA: 3s - loss: 0.0087
 4608/55000 [=>............................] - ETA: 3s - loss: 0.0087
 5888/55000 [==>...........................] - ETA: 3s - loss: 0.0087
 6912/55000 [==>...........................] - ETA: 3s - loss: 0.0087
 8192/55000 [===>..........................] - ETA: 2s - loss: 0.0086
 9216/55000 [====>.........................] - ETA: 2s - loss: 0.0086
10496/55000 [====>.........................] - ETA: 2s - loss: 0.0086
11776/55000 [=====>........................] - ETA: 2s - loss: 0.0086
13056/55000 [======>.......................] - ETA: 2s - loss: 0.0087
13568/55000 [======>.......................] - ETA: 2s - loss: 0.0086
14336/55000 [======>.......................] - ETA: 2s - loss: 0.0086
15616/55000 [=======>......................] - ETA: 2s - loss: 0.0086
16640/55000 [========>.....................] - ETA: 2s - loss: 0.0086
18176/55000 [========>.....................] - ETA: 2s - loss: 0.0086
19712/55000 [=========>....................] - ETA: 1s - loss: 0.0086
21248/55000 [==========>...................] - ETA: 1s - loss: 0.0086
22528/55000 [===========>..................] - ETA: 1s - loss: 0.0086
23296/55000 [===========>..................] - ETA: 2s - loss: 0.0086
23552/55000 [===========>..................] - ETA: 2s - loss: 0.0086
23808/55000 [===========>..................] - ETA: 2s - loss: 0.0086
24576/55000 [============>.................] - ETA: 2s - loss: 0.0086
25600/55000 [============>.................] - ETA: 2s - loss: 0.0086
26368/55000 [=============>................] - ETA: 2s - loss: 0.0086
27392/55000 [=============>................] - ETA: 2s - loss: 0.0086
28416/55000 [==============>...............] - ETA: 1s - loss: 0.0086
29184/55000 [==============>...............] - ETA: 1s - loss: 0.0086
29696/55000 [===============>..............] - ETA: 1s - loss: 0.0086
30208/55000 [===============>..............] - ETA: 1s - loss: 0.0086
30720/55000 [===============>..............] - ETA: 1s - loss: 0.0086
31488/55000 [================>.............] - ETA: 1s - loss: 0.0086
32512/55000 [================>.............] - ETA: 1s - loss: 0.0086
33536/55000 [=================>............] - ETA: 1s - loss: 0.0086
35072/55000 [==================>...........] - ETA: 1s - loss: 0.0086
35584/55000 [==================>...........] - ETA: 1s - loss: 0.0086
37120/55000 [===================>..........] - ETA: 1s - loss: 0.0086
38656/55000 [====================>.........] - ETA: 1s - loss: 0.0086
39936/55000 [====================>.........] - ETA: 1s - loss: 0.0086
41472/55000 [=====================>........] - ETA: 0s - loss: 0.0086
43008/55000 [======================>.......] - ETA: 0s - loss: 0.0086
44544/55000 [=======================>......] - ETA: 0s - loss: 0.0086
46080/55000 [========================>.....] - ETA: 0s - loss: 0.0086
47616/55000 [========================>.....] - ETA: 0s - loss: 0.0086
49152/55000 [=========================>....] - ETA: 0s - loss: 0.0086
50688/55000 [==========================>...] - ETA: 0s - loss: 0.0086
52224/55000 [===========================>..] - ETA: 0s - loss: 0.0086
53504/55000 [============================>.] - ETA: 0s - loss: 0.0086
54272/55000 [============================>.] - ETA: 0s - loss: 0.0086
55000/55000 [==============================] - 4s 68us/step - loss: 0.0086 - val_loss: 0.0086
Epoch 19/50

  256/55000 [..............................] - ETA: 3s - loss: 0.0087
 1536/55000 [..............................] - ETA: 2s - loss: 0.0086
 2816/55000 [>.............................] - ETA: 2s - loss: 0.0087
 4096/55000 [=>............................] - ETA: 2s - loss: 0.0087
 5120/55000 [=>............................] - ETA: 2s - loss: 0.0086
 6400/55000 [==>...........................] - ETA: 2s - loss: 0.0086
 7424/55000 [===>..........................] - ETA: 2s - loss: 0.0086
 8192/55000 [===>..........................] - ETA: 2s - loss: 0.0086
 8960/55000 [===>..........................] - ETA: 2s - loss: 0.0086
 9984/55000 [====>.........................] - ETA: 2s - loss: 0.0086
10752/55000 [====>.........................] - ETA: 2s - loss: 0.0086
11520/55000 [=====>........................] - ETA: 2s - loss: 0.0086
12288/55000 [=====>........................] - ETA: 2s - loss: 0.0086
13056/55000 [======>.......................] - ETA: 2s - loss: 0.0086
13824/55000 [======>.......................] - ETA: 2s - loss: 0.0086
15104/55000 [=======>......................] - ETA: 2s - loss: 0.0086
16384/55000 [=======>......................] - ETA: 2s - loss: 0.0086
17664/55000 [========>.....................] - ETA: 2s - loss: 0.0086
18944/55000 [=========>....................] - ETA: 2s - loss: 0.0086
19968/55000 [=========>....................] - ETA: 1s - loss: 0.0086
20480/55000 [==========>...................] - ETA: 1s - loss: 0.0086
21248/55000 [==========>...................] - ETA: 1s - loss: 0.0086
22016/55000 [===========>..................] - ETA: 1s - loss: 0.0086
23296/55000 [===========>..................] - ETA: 1s - loss: 0.0086
24320/55000 [============>.................] - ETA: 1s - loss: 0.0086
25600/55000 [============>.................] - ETA: 1s - loss: 0.0086
26880/55000 [=============>................] - ETA: 1s - loss: 0.0086
28160/55000 [==============>...............] - ETA: 1s - loss: 0.0086
29440/55000 [===============>..............] - ETA: 1s - loss: 0.0086
30464/55000 [===============>..............] - ETA: 1s - loss: 0.0086
31744/55000 [================>.............] - ETA: 1s - loss: 0.0086
32256/55000 [================>.............] - ETA: 1s - loss: 0.0086
33536/55000 [=================>............] - ETA: 1s - loss: 0.0086
34816/55000 [=================>............] - ETA: 1s - loss: 0.0086
36096/55000 [==================>...........] - ETA: 1s - loss: 0.0086
37120/55000 [===================>..........] - ETA: 1s - loss: 0.0086
38144/55000 [===================>..........] - ETA: 0s - loss: 0.0086
38912/55000 [====================>.........] - ETA: 0s - loss: 0.0086
40192/55000 [====================>.........] - ETA: 0s - loss: 0.0086
41216/55000 [=====================>........] - ETA: 0s - loss: 0.0086
42496/55000 [======================>.......] - ETA: 0s - loss: 0.0086
43264/55000 [======================>.......] - ETA: 0s - loss: 0.0086
44544/55000 [=======================>......] - ETA: 0s - loss: 0.0086
45824/55000 [=======================>......] - ETA: 0s - loss: 0.0086
46848/55000 [========================>.....] - ETA: 0s - loss: 0.0086
48128/55000 [=========================>....] - ETA: 0s - loss: 0.0086
49408/55000 [=========================>....] - ETA: 0s - loss: 0.0086
50176/55000 [==========================>...] - ETA: 0s - loss: 0.0086
51200/55000 [==========================>...] - ETA: 0s - loss: 0.0086
52224/55000 [===========================>..] - ETA: 0s - loss: 0.0086
53760/55000 [============================>.] - ETA: 0s - loss: 0.0086
55000/55000 [==============================] - 3s 58us/step - loss: 0.0086 - val_loss: 0.0086
Epoch 20/50

  256/55000 [..............................] - ETA: 9s - loss: 0.0086
 1280/55000 [..............................] - ETA: 4s - loss: 0.0084
 2304/55000 [>.............................] - ETA: 4s - loss: 0.0085
 3584/55000 [>.............................] - ETA: 3s - loss: 0.0086
 4864/55000 [=>............................] - ETA: 3s - loss: 0.0086
 5632/55000 [==>...........................] - ETA: 3s - loss: 0.0086
 7168/55000 [==>...........................] - ETA: 2s - loss: 0.0086
 8448/55000 [===>..........................] - ETA: 2s - loss: 0.0086
 9728/55000 [====>.........................] - ETA: 2s - loss: 0.0086
11264/55000 [=====>........................] - ETA: 2s - loss: 0.0086
12288/55000 [=====>........................] - ETA: 2s - loss: 0.0086
13824/55000 [======>.......................] - ETA: 2s - loss: 0.0086
15104/55000 [=======>......................] - ETA: 2s - loss: 0.0086
16640/55000 [========>.....................] - ETA: 2s - loss: 0.0086
17664/55000 [========>.....................] - ETA: 2s - loss: 0.0086
18944/55000 [=========>....................] - ETA: 2s - loss: 0.0086
20224/55000 [==========>...................] - ETA: 1s - loss: 0.0086
21760/55000 [==========>...................] - ETA: 1s - loss: 0.0086
23296/55000 [===========>..................] - ETA: 1s - loss: 0.0086
23808/55000 [===========>..................] - ETA: 1s - loss: 0.0086
24064/55000 [============>.................] - ETA: 1s - loss: 0.0086
25600/55000 [============>.................] - ETA: 1s - loss: 0.0086
26368/55000 [=============>................] - ETA: 1s - loss: 0.0086
27648/55000 [==============>...............] - ETA: 1s - loss: 0.0086
28416/55000 [==============>...............] - ETA: 1s - loss: 0.0086
29184/55000 [==============>...............] - ETA: 1s - loss: 0.0086
30464/55000 [===============>..............] - ETA: 1s - loss: 0.0086
31744/55000 [================>.............] - ETA: 1s - loss: 0.0086
32256/55000 [================>.............] - ETA: 1s - loss: 0.0086
33792/55000 [=================>............] - ETA: 1s - loss: 0.0086
35072/55000 [==================>...........] - ETA: 1s - loss: 0.0086
35840/55000 [==================>...........] - ETA: 1s - loss: 0.0086
36864/55000 [===================>..........] - ETA: 0s - loss: 0.0086
38144/55000 [===================>..........] - ETA: 0s - loss: 0.0086
39424/55000 [====================>.........] - ETA: 0s - loss: 0.0086
40704/55000 [=====================>........] - ETA: 0s - loss: 0.0086
41216/55000 [=====================>........] - ETA: 0s - loss: 0.0086
42496/55000 [======================>.......] - ETA: 0s - loss: 0.0086
43520/55000 [======================>.......] - ETA: 0s - loss: 0.0086
44800/55000 [=======================>......] - ETA: 0s - loss: 0.0086
46080/55000 [========================>.....] - ETA: 0s - loss: 0.0086
46848/55000 [========================>.....] - ETA: 0s - loss: 0.0086
47872/55000 [=========================>....] - ETA: 0s - loss: 0.0086
49408/55000 [=========================>....] - ETA: 0s - loss: 0.0086
50176/55000 [==========================>...] - ETA: 0s - loss: 0.0086
51456/55000 [===========================>..] - ETA: 0s - loss: 0.0086
52480/55000 [===========================>..] - ETA: 0s - loss: 0.0086
53760/55000 [============================>.] - ETA: 0s - loss: 0.0086
55000/55000 [==============================] - 3s 56us/step - loss: 0.0086 - val_loss: 0.0086
Epoch 21/50

  256/55000 [..............................] - ETA: 3s - loss: 0.0088
 1792/55000 [..............................] - ETA: 2s - loss: 0.0087
 3328/55000 [>.............................] - ETA: 2s - loss: 0.0087
 4096/55000 [=>............................] - ETA: 2s - loss: 0.0086
 5632/55000 [==>...........................] - ETA: 2s - loss: 0.0086
 6912/55000 [==>...........................] - ETA: 2s - loss: 0.0086
 7680/55000 [===>..........................] - ETA: 2s - loss: 0.0086
 8960/55000 [===>..........................] - ETA: 2s - loss: 0.0086
 9984/55000 [====>.........................] - ETA: 2s - loss: 0.0086
11520/55000 [=====>........................] - ETA: 2s - loss: 0.0086
13056/55000 [======>.......................] - ETA: 1s - loss: 0.0086
13824/55000 [======>.......................] - ETA: 1s - loss: 0.0086
15104/55000 [=======>......................] - ETA: 1s - loss: 0.0086
15872/55000 [=======>......................] - ETA: 1s - loss: 0.0086
17152/55000 [========>.....................] - ETA: 1s - loss: 0.0086
18432/55000 [=========>....................] - ETA: 1s - loss: 0.0086
19968/55000 [=========>....................] - ETA: 1s - loss: 0.0086
21248/55000 [==========>...................] - ETA: 1s - loss: 0.0086
22016/55000 [===========>..................] - ETA: 1s - loss: 0.0086
22784/55000 [===========>..................] - ETA: 1s - loss: 0.0086
24064/55000 [============>.................] - ETA: 1s - loss: 0.0086
25088/55000 [============>.................] - ETA: 1s - loss: 0.0086
26112/55000 [=============>................] - ETA: 1s - loss: 0.0086
27648/55000 [==============>...............] - ETA: 1s - loss: 0.0086
28160/55000 [==============>...............] - ETA: 1s - loss: 0.0086
29696/55000 [===============>..............] - ETA: 1s - loss: 0.0086
31232/55000 [================>.............] - ETA: 1s - loss: 0.0086
32256/55000 [================>.............] - ETA: 1s - loss: 0.0086
33536/55000 [=================>............] - ETA: 1s - loss: 0.0086
34816/55000 [=================>............] - ETA: 1s - loss: 0.0086
36352/55000 [==================>...........] - ETA: 0s - loss: 0.0086
37632/55000 [===================>..........] - ETA: 0s - loss: 0.0086
38656/55000 [====================>.........] - ETA: 0s - loss: 0.0086
39936/55000 [====================>.........] - ETA: 0s - loss: 0.0086
41216/55000 [=====================>........] - ETA: 0s - loss: 0.0086
41984/55000 [=====================>........] - ETA: 0s - loss: 0.0086
43264/55000 [======================>.......] - ETA: 0s - loss: 0.0086
44800/55000 [=======================>......] - ETA: 0s - loss: 0.0086
45568/55000 [=======================>......] - ETA: 0s - loss: 0.0086
46848/55000 [========================>.....] - ETA: 0s - loss: 0.0086
47872/55000 [=========================>....] - ETA: 0s - loss: 0.0086
49152/55000 [=========================>....] - ETA: 0s - loss: 0.0086
50432/55000 [==========================>...] - ETA: 0s - loss: 0.0086
51200/55000 [==========================>...] - ETA: 0s - loss: 0.0086
52480/55000 [===========================>..] - ETA: 0s - loss: 0.0086
53760/55000 [============================>.] - ETA: 0s - loss: 0.0086
55000/55000 [==============================] - 3s 54us/step - loss: 0.0086 - val_loss: 0.0086
Epoch 22/50

  256/55000 [..............................] - ETA: 3s - loss: 0.0088
 1024/55000 [..............................] - ETA: 4s - loss: 0.0085
 2048/55000 [>.............................] - ETA: 3s - loss: 0.0085
 2816/55000 [>.............................] - ETA: 3s - loss: 0.0085
 4096/55000 [=>............................] - ETA: 3s - loss: 0.0086
 5376/55000 [=>............................] - ETA: 2s - loss: 0.0086
 6400/55000 [==>...........................] - ETA: 2s - loss: 0.0086
 7680/55000 [===>..........................] - ETA: 2s - loss: 0.0086
 9216/55000 [====>.........................] - ETA: 2s - loss: 0.0086
 9984/55000 [====>.........................] - ETA: 2s - loss: 0.0086
11520/55000 [=====>........................] - ETA: 2s - loss: 0.0086
13056/55000 [======>.......................] - ETA: 2s - loss: 0.0086
13568/55000 [======>.......................] - ETA: 2s - loss: 0.0086
14336/55000 [======>.......................] - ETA: 2s - loss: 0.0086
14592/55000 [======>.......................] - ETA: 2s - loss: 0.0086
15104/55000 [=======>......................] - ETA: 2s - loss: 0.0086
15360/55000 [=======>......................] - ETA: 2s - loss: 0.0086
16128/55000 [=======>......................] - ETA: 2s - loss: 0.0086
17152/55000 [========>.....................] - ETA: 2s - loss: 0.0086
17920/55000 [========>.....................] - ETA: 2s - loss: 0.0086
19456/55000 [=========>....................] - ETA: 2s - loss: 0.0086
20736/55000 [==========>...................] - ETA: 2s - loss: 0.0086
22272/55000 [===========>..................] - ETA: 2s - loss: 0.0086
23552/55000 [===========>..................] - ETA: 2s - loss: 0.0086
24832/55000 [============>.................] - ETA: 2s - loss: 0.0086
26112/55000 [=============>................] - ETA: 1s - loss: 0.0086
27392/55000 [=============>................] - ETA: 1s - loss: 0.0086
28672/55000 [==============>...............] - ETA: 1s - loss: 0.0086
29440/55000 [===============>..............] - ETA: 1s - loss: 0.0086
30976/55000 [===============>..............] - ETA: 1s - loss: 0.0086
32256/55000 [================>.............] - ETA: 1s - loss: 0.0086
33280/55000 [=================>............] - ETA: 1s - loss: 0.0086
34816/55000 [=================>............] - ETA: 1s - loss: 0.0086
35840/55000 [==================>...........] - ETA: 1s - loss: 0.0086
37120/55000 [===================>..........] - ETA: 1s - loss: 0.0086
38144/55000 [===================>..........] - ETA: 1s - loss: 0.0086
38656/55000 [====================>.........] - ETA: 1s - loss: 0.0086
39424/55000 [====================>.........] - ETA: 0s - loss: 0.0086
40704/55000 [=====================>........] - ETA: 0s - loss: 0.0086
41472/55000 [=====================>........] - ETA: 0s - loss: 0.0086
42752/55000 [======================>.......] - ETA: 0s - loss: 0.0086
44032/55000 [=======================>......] - ETA: 0s - loss: 0.0086
45056/55000 [=======================>......] - ETA: 0s - loss: 0.0086
46592/55000 [========================>.....] - ETA: 0s - loss: 0.0086
47104/55000 [========================>.....] - ETA: 0s - loss: 0.0086
48384/55000 [=========================>....] - ETA: 0s - loss: 0.0086
49152/55000 [=========================>....] - ETA: 0s - loss: 0.0086
50176/55000 [==========================>...] - ETA: 0s - loss: 0.0086
51200/55000 [==========================>...] - ETA: 0s - loss: 0.0086
52224/55000 [===========================>..] - ETA: 0s - loss: 0.0086
52992/55000 [===========================>..] - ETA: 0s - loss: 0.0086
53760/55000 [============================>.] - ETA: 0s - loss: 0.0086
54528/55000 [============================>.] - ETA: 0s - loss: 0.0086
55000/55000 [==============================] - 4s 64us/step - loss: 0.0086 - val_loss: 0.0086
Epoch 23/50

  256/55000 [..............................] - ETA: 3s - loss: 0.0083
  768/55000 [..............................] - ETA: 5s - loss: 0.0084
 2048/55000 [>.............................] - ETA: 3s - loss: 0.0086
 3072/55000 [>.............................] - ETA: 3s - loss: 0.0086
 4096/55000 [=>............................] - ETA: 2s - loss: 0.0086
 5376/55000 [=>............................] - ETA: 2s - loss: 0.0085
 6144/55000 [==>...........................] - ETA: 2s - loss: 0.0085
 7168/55000 [==>...........................] - ETA: 2s - loss: 0.0086
 8192/55000 [===>..........................] - ETA: 2s - loss: 0.0086
 9472/55000 [====>.........................] - ETA: 2s - loss: 0.0086
10496/55000 [====>.........................] - ETA: 2s - loss: 0.0085
11776/55000 [=====>........................] - ETA: 2s - loss: 0.0085
13056/55000 [======>.......................] - ETA: 2s - loss: 0.0085
13568/55000 [======>.......................] - ETA: 2s - loss: 0.0085
14592/55000 [======>.......................] - ETA: 2s - loss: 0.0086
15104/55000 [=======>......................] - ETA: 2s - loss: 0.0086
16128/55000 [=======>......................] - ETA: 2s - loss: 0.0086
16896/55000 [========>.....................] - ETA: 2s - loss: 0.0086
17920/55000 [========>.....................] - ETA: 2s - loss: 0.0085
18944/55000 [=========>....................] - ETA: 2s - loss: 0.0086
19968/55000 [=========>....................] - ETA: 2s - loss: 0.0086
21248/55000 [==========>...................] - ETA: 2s - loss: 0.0086
22528/55000 [===========>..................] - ETA: 2s - loss: 0.0085
23552/55000 [===========>..................] - ETA: 1s - loss: 0.0085
24832/55000 [============>.................] - ETA: 1s - loss: 0.0086
25600/55000 [============>.................] - ETA: 1s - loss: 0.0086
26880/55000 [=============>................] - ETA: 1s - loss: 0.0086
28160/55000 [==============>...............] - ETA: 1s - loss: 0.0086
28928/55000 [==============>...............] - ETA: 1s - loss: 0.0086
30208/55000 [===============>..............] - ETA: 1s - loss: 0.0086
31232/55000 [================>.............] - ETA: 1s - loss: 0.0086
32512/55000 [================>.............] - ETA: 1s - loss: 0.0086
33792/55000 [=================>............] - ETA: 1s - loss: 0.0086
34304/55000 [=================>............] - ETA: 1s - loss: 0.0086
35584/55000 [==================>...........] - ETA: 1s - loss: 0.0086
36864/55000 [===================>..........] - ETA: 1s - loss: 0.0086
38144/55000 [===================>..........] - ETA: 0s - loss: 0.0086
39168/55000 [====================>.........] - ETA: 0s - loss: 0.0086
40192/55000 [====================>.........] - ETA: 0s - loss: 0.0085
40448/55000 [=====================>........] - ETA: 0s - loss: 0.0085
40960/55000 [=====================>........] - ETA: 0s - loss: 0.0085
41728/55000 [=====================>........] - ETA: 0s - loss: 0.0086
42752/55000 [======================>.......] - ETA: 0s - loss: 0.0086
43520/55000 [======================>.......] - ETA: 0s - loss: 0.0085
44800/55000 [=======================>......] - ETA: 0s - loss: 0.0085
45824/55000 [=======================>......] - ETA: 0s - loss: 0.0085
47104/55000 [========================>.....] - ETA: 0s - loss: 0.0085
47872/55000 [=========================>....] - ETA: 0s - loss: 0.0085
48896/55000 [=========================>....] - ETA: 0s - loss: 0.0085
49920/55000 [==========================>...] - ETA: 0s - loss: 0.0085
